,icd9cm,icd10,description,flags,approximate,no_map,combination,scenario,choice_list
38658,73382,S52336N,"Nondisplaced oblique fracture of shaft of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10000,1,0,0,0,0
38659,73381,S52336P,"Nondisplaced oblique fracture of shaft of unspecified radius, subsequent encounter for closed fracture with malunion",10000,1,0,0,0,0
38660,73381,S52336Q,"Nondisplaced oblique fracture of shaft of unspecified radius, subsequent encounter for open fracture type I or II with malunion",10000,1,0,0,0,0
38661,73381,S52336R,"Nondisplaced oblique fracture of shaft of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10000,1,0,0,0,0
38662,9052,S52336S,"Nondisplaced oblique fracture of shaft of unspecified radius, sequela",10000,1,0,0,0,0
38663,81321,S52341A,"Displaced spiral fracture of shaft of radius, right arm, initial encounter for closed fracture",10000,1,0,0,0,0
38664,81331,S52341B,"Displaced spiral fracture of shaft of radius, right arm, initial encounter for open fracture type I or II",10000,1,0,0,0,0
38665,81331,S52341C,"Displaced spiral fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000,1,0,0,0,0
38666,V5412,S52341D,"Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for closed fracture with routine healing",10000,1,0,0,0,0
38667,V5412,S52341E,"Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with routine healing",10000,1,0,0,0,0
38668,V5412,S52341F,"Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10000,1,0,0,0,0
38669,V5412,S52341G,"Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for closed fracture with delayed healing",10000,1,0,0,0,0
38670,V5412,S52341H,"Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with delayed healing",10000,1,0,0,0,0
38671,V5412,S52341J,"Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10000,1,0,0,0,0
38672,73382,S52341K,"Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for closed fracture with nonunion",10000,1,0,0,0,0
38673,73382,S52341M,"Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with nonunion",10000,1,0,0,0,0
38674,73382,S52341N,"Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10000,1,0,0,0,0
38675,73381,S52341P,"Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for closed fracture with malunion",10000,1,0,0,0,0
38676,73381,S52341Q,"Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with malunion",10000,1,0,0,0,0
38677,73381,S52341R,"Displaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10000,1,0,0,0,0
38678,9052,S52341S,"Displaced spiral fracture of shaft of radius, right arm, sequela",10000,1,0,0,0,0
38679,81321,S52342A,"Displaced spiral fracture of shaft of radius, left arm, initial encounter for closed fracture",10000,1,0,0,0,0
38680,81331,S52342B,"Displaced spiral fracture of shaft of radius, left arm, initial encounter for open fracture type I or II",10000,1,0,0,0,0
38681,81331,S52342C,"Displaced spiral fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000,1,0,0,0,0
38682,V5412,S52342D,"Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for closed fracture with routine healing",10000,1,0,0,0,0
38683,V5412,S52342E,"Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with routine healing",10000,1,0,0,0,0
38684,V5412,S52342F,"Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10000,1,0,0,0,0
38685,V5412,S52342G,"Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for closed fracture with delayed healing",10000,1,0,0,0,0
38686,V5412,S52342H,"Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with delayed healing",10000,1,0,0,0,0
38687,V5412,S52342J,"Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10000,1,0,0,0,0
38688,73382,S52342K,"Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for closed fracture with nonunion",10000,1,0,0,0,0
38689,73382,S52342M,"Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with nonunion",10000,1,0,0,0,0
38690,73382,S52342N,"Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10000,1,0,0,0,0
38691,73381,S52342P,"Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for closed fracture with malunion",10000,1,0,0,0,0
38692,73381,S52342Q,"Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with malunion",10000,1,0,0,0,0
38693,73381,S52342R,"Displaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10000,1,0,0,0,0
38694,9052,S52342S,"Displaced spiral fracture of shaft of radius, left arm, sequela",10000,1,0,0,0,0
38695,81321,S52343A,"Displaced spiral fracture of shaft of radius, unspecified arm, initial encounter for closed fracture",10000,1,0,0,0,0
38696,81331,S52343B,"Displaced spiral fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II",10000,1,0,0,0,0
38697,81331,S52343C,"Displaced spiral fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000,1,0,0,0,0
38698,V5412,S52343D,"Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with routine healing",10000,1,0,0,0,0
38699,V5412,S52343E,"Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with routine healing",10000,1,0,0,0,0
38700,V5412,S52343F,"Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10000,1,0,0,0,0
38701,V5412,S52343G,"Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with delayed healing",10000,1,0,0,0,0
38702,V5412,S52343H,"Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with delayed healing",10000,1,0,0,0,0
38703,V5412,S52343J,"Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10000,1,0,0,0,0
38704,73382,S52343K,"Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with nonunion",10000,1,0,0,0,0
38705,73382,S52343M,"Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with nonunion",10000,1,0,0,0,0
38706,73382,S52343N,"Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10000,1,0,0,0,0
38707,73381,S52343P,"Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with malunion",10000,1,0,0,0,0
38708,73381,S52343Q,"Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with malunion",10000,1,0,0,0,0
38709,73381,S52343R,"Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10000,1,0,0,0,0
38710,9052,S52343S,"Displaced spiral fracture of shaft of radius, unspecified arm, sequela",10000,1,0,0,0,0
38711,81321,S52344A,"Nondisplaced spiral fracture of shaft of radius, right arm, initial encounter for closed fracture",10000,1,0,0,0,0
38712,81331,S52344B,"Nondisplaced spiral fracture of shaft of radius, right arm, initial encounter for open fracture type I or II",10000,1,0,0,0,0
38713,81331,S52344C,"Nondisplaced spiral fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000,1,0,0,0,0
38714,V5412,S52344D,"Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for closed fracture with routine healing",10000,1,0,0,0,0
38715,V5412,S52344E,"Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with routine healing",10000,1,0,0,0,0
38716,V5412,S52344F,"Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10000,1,0,0,0,0
38717,V5412,S52344G,"Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for closed fracture with delayed healing",10000,1,0,0,0,0
38718,V5412,S52344H,"Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with delayed healing",10000,1,0,0,0,0
38719,V5412,S52344J,"Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10000,1,0,0,0,0
38720,73382,S52344K,"Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for closed fracture with nonunion",10000,1,0,0,0,0
38721,73382,S52344M,"Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with nonunion",10000,1,0,0,0,0
38722,73382,S52344N,"Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10000,1,0,0,0,0
38723,73381,S52344P,"Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for closed fracture with malunion",10000,1,0,0,0,0
38724,73381,S52344Q,"Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with malunion",10000,1,0,0,0,0
38725,73381,S52344R,"Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10000,1,0,0,0,0
38726,9052,S52344S,"Nondisplaced spiral fracture of shaft of radius, right arm, sequela",10000,1,0,0,0,0
38727,81321,S52345A,"Nondisplaced spiral fracture of shaft of radius, left arm, initial encounter for closed fracture",10000,1,0,0,0,0
38728,81331,S52345B,"Nondisplaced spiral fracture of shaft of radius, left arm, initial encounter for open fracture type I or II",10000,1,0,0,0,0
38729,81331,S52345C,"Nondisplaced spiral fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000,1,0,0,0,0
38730,V5412,S52345D,"Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for closed fracture with routine healing",10000,1,0,0,0,0
38731,V5412,S52345E,"Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with routine healing",10000,1,0,0,0,0
38732,V5412,S52345F,"Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10000,1,0,0,0,0
38733,V5412,S52345G,"Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for closed fracture with delayed healing",10000,1,0,0,0,0
38734,V5412,S52345H,"Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with delayed healing",10000,1,0,0,0,0
38735,V5412,S52345J,"Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10000,1,0,0,0,0
38736,73382,S52345K,"Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for closed fracture with nonunion",10000,1,0,0,0,0
38737,73382,S52345M,"Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with nonunion",10000,1,0,0,0,0
38738,73382,S52345N,"Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10000,1,0,0,0,0
38739,73381,S52345P,"Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for closed fracture with malunion",10000,1,0,0,0,0
38740,73381,S52345Q,"Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with malunion",10000,1,0,0,0,0
38741,73381,S52345R,"Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10000,1,0,0,0,0
38742,9052,S52345S,"Nondisplaced spiral fracture of shaft of radius, left arm, sequela",10000,1,0,0,0,0
38743,81321,S52346A,"Nondisplaced spiral fracture of shaft of radius, unspecified arm, initial encounter for closed fracture",10000,1,0,0,0,0
38744,81331,S52346B,"Nondisplaced spiral fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II",10000,1,0,0,0,0
38745,81331,S52346C,"Nondisplaced spiral fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000,1,0,0,0,0
38746,V5412,S52346D,"Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with routine healing",10000,1,0,0,0,0
38747,V5412,S52346E,"Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with routine healing",10000,1,0,0,0,0
38748,V5412,S52346F,"Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10000,1,0,0,0,0
38749,V5412,S52346G,"Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with delayed healing",10000,1,0,0,0,0
38750,V5412,S52346H,"Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with delayed healing",10000,1,0,0,0,0
38751,V5412,S52346J,"Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10000,1,0,0,0,0
38752,73382,S52346K,"Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with nonunion",10000,1,0,0,0,0
38753,73382,S52346M,"Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with nonunion",10000,1,0,0,0,0
38754,73382,S52346N,"Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10000,1,0,0,0,0
38755,73381,S52346P,"Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with malunion",10000,1,0,0,0,0
38756,73381,S52346Q,"Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with malunion",10000,1,0,0,0,0
38757,73381,S52346R,"Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10000,1,0,0,0,0
38758,9052,S52346S,"Nondisplaced spiral fracture of shaft of radius, unspecified arm, sequela",10000,1,0,0,0,0
38759,81321,S52351A,"Displaced comminuted fracture of shaft of radius, right arm, initial encounter for closed fracture",10000,1,0,0,0,0
38760,81331,S52351B,"Displaced comminuted fracture of shaft of radius, right arm, initial encounter for open fracture type I or II",10000,1,0,0,0,0
38761,81331,S52351C,"Displaced comminuted fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000,1,0,0,0,0
38762,V5412,S52351D,"Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for closed fracture with routine healing",10000,1,0,0,0,0
38763,V5412,S52351E,"Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with routine healing",10000,1,0,0,0,0
38764,V5412,S52351F,"Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10000,1,0,0,0,0
38765,V5412,S52351G,"Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for closed fracture with delayed healing",10000,1,0,0,0,0
38766,V5412,S52351H,"Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with delayed healing",10000,1,0,0,0,0
38767,V5412,S52351J,"Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10000,1,0,0,0,0
38768,73382,S52351K,"Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for closed fracture with nonunion",10000,1,0,0,0,0
38769,73382,S52351M,"Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with nonunion",10000,1,0,0,0,0
38770,73382,S52351N,"Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10000,1,0,0,0,0
38771,73381,S52351P,"Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for closed fracture with malunion",10000,1,0,0,0,0
38772,73381,S52351Q,"Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with malunion",10000,1,0,0,0,0
38773,73381,S52351R,"Displaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10000,1,0,0,0,0
38774,9052,S52351S,"Displaced comminuted fracture of shaft of radius, right arm, sequela",10000,1,0,0,0,0
38775,81321,S52352A,"Displaced comminuted fracture of shaft of radius, left arm, initial encounter for closed fracture",10000,1,0,0,0,0
38776,81331,S52352B,"Displaced comminuted fracture of shaft of radius, left arm, initial encounter for open fracture type I or II",10000,1,0,0,0,0
38777,81331,S52352C,"Displaced comminuted fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000,1,0,0,0,0
38778,V5412,S52352D,"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with routine healing",10000,1,0,0,0,0
38779,V5412,S52352E,"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with routine healing",10000,1,0,0,0,0
38780,V5412,S52352F,"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10000,1,0,0,0,0
38781,V5412,S52352G,"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with delayed healing",10000,1,0,0,0,0
38782,V5412,S52352H,"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with delayed healing",10000,1,0,0,0,0
38783,V5412,S52352J,"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10000,1,0,0,0,0
38784,73382,S52352K,"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with nonunion",10000,1,0,0,0,0
38785,73382,S52352M,"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with nonunion",10000,1,0,0,0,0
38786,73382,S52352N,"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10000,1,0,0,0,0
38787,73381,S52352P,"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with malunion",10000,1,0,0,0,0
38788,73381,S52352Q,"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with malunion",10000,1,0,0,0,0
38789,73381,S52352R,"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10000,1,0,0,0,0
38790,9052,S52352S,"Displaced comminuted fracture of shaft of radius, left arm, sequela",10000,1,0,0,0,0
38791,81321,S52353A,"Displaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for closed fracture",10000,1,0,0,0,0
38792,81331,S52353B,"Displaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II",10000,1,0,0,0,0
38793,81331,S52353C,"Displaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000,1,0,0,0,0
38794,V5412,S52353D,"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with routine healing",10000,1,0,0,0,0
38795,V5412,S52353E,"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with routine healing",10000,1,0,0,0,0
38796,V5412,S52353F,"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10000,1,0,0,0,0
38797,V5412,S52353G,"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with delayed healing",10000,1,0,0,0,0
38798,V5412,S52353H,"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with delayed healing",10000,1,0,0,0,0
38799,V5412,S52353J,"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10000,1,0,0,0,0
38800,73382,S52353K,"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with nonunion",10000,1,0,0,0,0
38801,73382,S52353M,"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with nonunion",10000,1,0,0,0,0
38802,73382,S52353N,"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10000,1,0,0,0,0
38803,73381,S52353P,"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with malunion",10000,1,0,0,0,0
38804,73381,S52353Q,"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with malunion",10000,1,0,0,0,0
38805,73381,S52353R,"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10000,1,0,0,0,0
38806,9052,S52353S,"Displaced comminuted fracture of shaft of radius, unspecified arm, sequela",10000,1,0,0,0,0
38807,81321,S52354A,"Nondisplaced comminuted fracture of shaft of radius, right arm, initial encounter for closed fracture",10000,1,0,0,0,0
38808,81331,S52354B,"Nondisplaced comminuted fracture of shaft of radius, right arm, initial encounter for open fracture type I or II",10000,1,0,0,0,0
38809,81331,S52354C,"Nondisplaced comminuted fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000,1,0,0,0,0
38810,V5412,S52354D,"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for closed fracture with routine healing",10000,1,0,0,0,0
38811,V5412,S52354E,"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with routine healing",10000,1,0,0,0,0
38812,V5412,S52354F,"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10000,1,0,0,0,0
38813,V5412,S52354G,"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for closed fracture with delayed healing",10000,1,0,0,0,0
38814,V5412,S52354H,"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with delayed healing",10000,1,0,0,0,0
38815,V5412,S52354J,"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10000,1,0,0,0,0
38816,73382,S52354K,"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for closed fracture with nonunion",10000,1,0,0,0,0
38817,73382,S52354M,"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with nonunion",10000,1,0,0,0,0
38818,73382,S52354N,"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10000,1,0,0,0,0
38819,73381,S52354P,"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for closed fracture with malunion",10000,1,0,0,0,0
38820,73381,S52354Q,"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with malunion",10000,1,0,0,0,0
38821,73381,S52354R,"Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10000,1,0,0,0,0
38822,9052,S52354S,"Nondisplaced comminuted fracture of shaft of radius, right arm, sequela",10000,1,0,0,0,0
38823,81321,S52355A,"Nondisplaced comminuted fracture of shaft of radius, left arm, initial encounter for closed fracture",10000,1,0,0,0,0
38824,81331,S52355B,"Nondisplaced comminuted fracture of shaft of radius, left arm, initial encounter for open fracture type I or II",10000,1,0,0,0,0
38825,81331,S52355C,"Nondisplaced comminuted fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000,1,0,0,0,0
38826,V5412,S52355D,"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with routine healing",10000,1,0,0,0,0
38827,V5412,S52355E,"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with routine healing",10000,1,0,0,0,0
38828,V5412,S52355F,"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10000,1,0,0,0,0
38829,V5412,S52355G,"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with delayed healing",10000,1,0,0,0,0
38830,V5412,S52355H,"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with delayed healing",10000,1,0,0,0,0
38831,V5412,S52355J,"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10000,1,0,0,0,0
38832,73382,S52355K,"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with nonunion",10000,1,0,0,0,0
38833,73382,S52355M,"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with nonunion",10000,1,0,0,0,0
38834,73382,S52355N,"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10000,1,0,0,0,0
38835,73381,S52355P,"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with malunion",10000,1,0,0,0,0
38836,73381,S52355Q,"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with malunion",10000,1,0,0,0,0
38837,73381,S52355R,"Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10000,1,0,0,0,0
38838,9052,S52355S,"Nondisplaced comminuted fracture of shaft of radius, left arm, sequela",10000,1,0,0,0,0
38839,81321,S52356A,"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for closed fracture",10000,1,0,0,0,0
38840,81331,S52356B,"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II",10000,1,0,0,0,0
38841,81331,S52356C,"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000,1,0,0,0,0
38842,V5412,S52356D,"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with routine healing",10000,1,0,0,0,0
38843,V5412,S52356E,"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with routine healing",10000,1,0,0,0,0
38844,V5412,S52356F,"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10000,1,0,0,0,0
38845,V5412,S52356G,"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with delayed healing",10000,1,0,0,0,0
38846,V5412,S52356H,"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with delayed healing",10000,1,0,0,0,0
38847,V5412,S52356J,"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10000,1,0,0,0,0
38848,73382,S52356K,"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with nonunion",10000,1,0,0,0,0
38849,73382,S52356M,"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with nonunion",10000,1,0,0,0,0
