,icd9cm,icd10,description,flags,approximate,no_map,combination,scenario,choice_list
64283,E8582,T457X1A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, accidental (unintentional), initial encounter",10112,1,0,1,1,2
64284,V5889,T457X1D,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, accidental (unintentional), subsequent encounter",10000,1,0,0,0,0
64285,9090,T457X1S,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, accidental (unintentional), sequela",10111,1,0,1,1,1
64286,E9292,T457X1S,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, accidental (unintentional), sequela",10112,1,0,1,1,2
64287,9643,T457X2A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, initial encounter",10121,1,0,1,2,1
64288,9645,T457X2A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, initial encounter",10111,1,0,1,1,1
64289,E9504,T457X2A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, initial encounter",10112,1,0,1,1,2
64290,E9504,T457X2A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, initial encounter",10122,1,0,1,2,2
64291,V5889,T457X2D,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, subsequent encounter",10000,1,0,0,0,0
64292,9090,T457X2S,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, sequela",10111,1,0,1,1,1
64293,E959,T457X2S,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, sequela",10112,1,0,1,1,2
64294,9643,T457X3A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, assault, initial encounter",10121,1,0,1,2,1
64295,9645,T457X3A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, assault, initial encounter",10111,1,0,1,1,1
64296,E9620,T457X3A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, assault, initial encounter",10112,1,0,1,1,2
64297,E9620,T457X3A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, assault, initial encounter",10122,1,0,1,2,2
64298,V5889,T457X3D,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, assault, subsequent encounter",10000,1,0,0,0,0
64299,9090,T457X3S,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, assault, sequela",10111,1,0,1,1,1
64300,E969,T457X3S,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, assault, sequela",10112,1,0,1,1,2
64301,9645,T457X4A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, undetermined, initial encounter",10111,1,0,1,1,1
64302,E9804,T457X4A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, undetermined, initial encounter",10112,1,0,1,1,2
64303,V5889,T457X4D,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, undetermined, subsequent encounter",10000,1,0,0,0,0
64304,9090,T457X4S,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, undetermined, sequela",10111,1,0,1,1,1
64305,E989,T457X4S,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, undetermined, sequela",10112,1,0,1,1,2
64306,99529,T457X5A,"Adverse effect of anticoagulant antagonists, vitamin K and other coagulants, initial encounter",10111,1,0,1,1,1
64307,E9345,T457X5A,"Adverse effect of anticoagulant antagonists, vitamin K and other coagulants, initial encounter",10112,1,0,1,1,2
64308,V5889,T457X5D,"Adverse effect of anticoagulant antagonists, vitamin K and other coagulants, subsequent encounter",10000,1,0,0,0,0
64309,9095,T457X5S,"Adverse effect of anticoagulant antagonists, vitamin K and other coagulants, sequela",10111,1,0,1,1,1
64310,E9345,T457X5S,"Adverse effect of anticoagulant antagonists, vitamin K and other coagulants, sequela",10112,1,0,1,1,2
64311,NoDx,T457X6A,"Underdosing of anticoagulant antagonist, vitamin K and other coagulants, initial encounter",11000,1,1,0,0,0
64312,NoDx,T457X6D,"Underdosing of anticoagulant antagonist, vitamin K and other coagulants, subsequent encounter",11000,1,1,0,0,0
64313,NoDx,T457X6S,"Underdosing of anticoagulant antagonist, vitamin K and other coagulants, sequela",11000,1,1,0,0,0
64314,9638,T458X1A,"Poisoning by other primarily systemic and hematological agents, accidental (unintentional), initial encounter",10111,1,0,1,1,1
64315,9648,T458X1A,"Poisoning by other primarily systemic and hematological agents, accidental (unintentional), initial encounter",10121,1,0,1,2,1
64316,E8581,T458X1A,"Poisoning by other primarily systemic and hematological agents, accidental (unintentional), initial encounter",10112,1,0,1,1,2
64317,E8582,T458X1A,"Poisoning by other primarily systemic and hematological agents, accidental (unintentional), initial encounter",10122,1,0,1,2,2
64318,V5889,T458X1D,"Poisoning by other primarily systemic and hematological agents, accidental (unintentional), subsequent encounter",10000,1,0,0,0,0
64319,9090,T458X1S,"Poisoning by other primarily systemic and hematological agents, accidental (unintentional), sequela",10111,1,0,1,1,1
64320,E9292,T458X1S,"Poisoning by other primarily systemic and hematological agents, accidental (unintentional), sequela",10112,1,0,1,1,2
64321,9638,T458X2A,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, initial encounter",10111,1,0,1,1,1
64322,9648,T458X2A,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, initial encounter",10121,1,0,1,2,1
64323,E9504,T458X2A,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, initial encounter",10112,1,0,1,1,2
64324,E9504,T458X2A,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, initial encounter",10122,1,0,1,2,2
64325,V5889,T458X2D,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, subsequent encounter",10000,1,0,0,0,0
64326,9090,T458X2S,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, sequela",10111,1,0,1,1,1
64327,E959,T458X2S,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, sequela",10112,1,0,1,1,2
64328,9638,T458X3A,"Poisoning by other primarily systemic and hematological agents, assault, initial encounter",10111,1,0,1,1,1
64329,9648,T458X3A,"Poisoning by other primarily systemic and hematological agents, assault, initial encounter",10121,1,0,1,2,1
64330,E9620,T458X3A,"Poisoning by other primarily systemic and hematological agents, assault, initial encounter",10112,1,0,1,1,2
64331,E9620,T458X3A,"Poisoning by other primarily systemic and hematological agents, assault, initial encounter",10122,1,0,1,2,2
64332,V5889,T458X3D,"Poisoning by other primarily systemic and hematological agents, assault, subsequent encounter",10000,1,0,0,0,0
64333,9090,T458X3S,"Poisoning by other primarily systemic and hematological agents, assault, sequela",10111,1,0,1,1,1
64334,E969,T458X3S,"Poisoning by other primarily systemic and hematological agents, assault, sequela",10112,1,0,1,1,2
64335,9638,T458X4A,"Poisoning by other primarily systemic and hematological agents, undetermined, initial encounter",10111,1,0,1,1,1
64336,9648,T458X4A,"Poisoning by other primarily systemic and hematological agents, undetermined, initial encounter",10121,1,0,1,2,1
64337,E9804,T458X4A,"Poisoning by other primarily systemic and hematological agents, undetermined, initial encounter",10112,1,0,1,1,2
64338,E9804,T458X4A,"Poisoning by other primarily systemic and hematological agents, undetermined, initial encounter",10122,1,0,1,2,2
64339,V5889,T458X4D,"Poisoning by other primarily systemic and hematological agents, undetermined, subsequent encounter",10000,1,0,0,0,0
64340,9090,T458X4S,"Poisoning by other primarily systemic and hematological agents, undetermined, sequela",10111,1,0,1,1,1
64341,E989,T458X4S,"Poisoning by other primarily systemic and hematological agents, undetermined, sequela",10112,1,0,1,1,2
64342,99529,T458X5A,"Adverse effect of other primarily systemic and hematological agents, initial encounter",10111,1,0,1,1,1
64343,99529,T458X5A,"Adverse effect of other primarily systemic and hematological agents, initial encounter",10121,1,0,1,2,1
64344,E9336,T458X5A,"Adverse effect of other primarily systemic and hematological agents, initial encounter",10112,1,0,1,1,2
64345,E9337,T458X5A,"Adverse effect of other primarily systemic and hematological agents, initial encounter",10112,1,0,1,1,2
64346,E9338,T458X5A,"Adverse effect of other primarily systemic and hematological agents, initial encounter",10112,1,0,1,1,2
64347,E9348,T458X5A,"Adverse effect of other primarily systemic and hematological agents, initial encounter",10122,1,0,1,2,2
64348,V5889,T458X5D,"Adverse effect of other primarily systemic and hematological agents, subsequent encounter",10000,1,0,0,0,0
64349,9095,T458X5S,"Adverse effect of other primarily systemic and hematological agents, sequela",10111,1,0,1,1,1
64350,9095,T458X5S,"Adverse effect of other primarily systemic and hematological agents, sequela",10121,1,0,1,2,1
64351,E9336,T458X5S,"Adverse effect of other primarily systemic and hematological agents, sequela",10112,1,0,1,1,2
64352,E9337,T458X5S,"Adverse effect of other primarily systemic and hematological agents, sequela",10112,1,0,1,1,2
64353,E9338,T458X5S,"Adverse effect of other primarily systemic and hematological agents, sequela",10112,1,0,1,1,2
64354,E9348,T458X5S,"Adverse effect of other primarily systemic and hematological agents, sequela",10122,1,0,1,2,2
64355,NoDx,T458X6A,"Underdosing of other primarily systemic and hematological agents, initial encounter",11000,1,1,0,0,0
64356,NoDx,T458X6D,"Underdosing of other primarily systemic and hematological agents, subsequent encounter",11000,1,1,0,0,0
64357,NoDx,T458X6S,"Underdosing of other primarily systemic and hematological agents, sequela",11000,1,1,0,0,0
64358,9639,T4591XA,"Poisoning by unspecified primarily systemic and hematological agent, accidental (unintentional), initial encounter",10111,1,0,1,1,1
64359,9649,T4591XA,"Poisoning by unspecified primarily systemic and hematological agent, accidental (unintentional), initial encounter",10121,1,0,1,2,1
64360,E8581,T4591XA,"Poisoning by unspecified primarily systemic and hematological agent, accidental (unintentional), initial encounter",10112,1,0,1,1,2
64361,E8582,T4591XA,"Poisoning by unspecified primarily systemic and hematological agent, accidental (unintentional), initial encounter",10122,1,0,1,2,2
64362,V5889,T4591XD,"Poisoning by unspecified primarily systemic and hematological agent, accidental (unintentional), subsequent encounter",10000,1,0,0,0,0
64363,9090,T4591XS,"Poisoning by unspecified primarily systemic and hematological agent, accidental (unintentional), sequela",10111,1,0,1,1,1
64364,E9292,T4591XS,"Poisoning by unspecified primarily systemic and hematological agent, accidental (unintentional), sequela",10112,1,0,1,1,2
64365,9639,T4592XA,"Poisoning by unspecified primarily systemic and hematological agent, intentional self-harm, initial encounter",10111,1,0,1,1,1
64366,9649,T4592XA,"Poisoning by unspecified primarily systemic and hematological agent, intentional self-harm, initial encounter",10121,1,0,1,2,1
64367,E9504,T4592XA,"Poisoning by unspecified primarily systemic and hematological agent, intentional self-harm, initial encounter",10112,1,0,1,1,2
64368,E9504,T4592XA,"Poisoning by unspecified primarily systemic and hematological agent, intentional self-harm, initial encounter",10122,1,0,1,2,2
64369,V5889,T4592XD,"Poisoning by unspecified primarily systemic and hematological agent, intentional self-harm, subsequent encounter",10000,1,0,0,0,0
64370,9090,T4592XS,"Poisoning by unspecified primarily systemic and hematological agent, intentional self-harm, sequela",10111,1,0,1,1,1
64371,E959,T4592XS,"Poisoning by unspecified primarily systemic and hematological agent, intentional self-harm, sequela",10112,1,0,1,1,2
64372,9639,T4593XA,"Poisoning by unspecified primarily systemic and hematological agent, assault, initial encounter",10111,1,0,1,1,1
64373,9649,T4593XA,"Poisoning by unspecified primarily systemic and hematological agent, assault, initial encounter",10121,1,0,1,2,1
64374,E9620,T4593XA,"Poisoning by unspecified primarily systemic and hematological agent, assault, initial encounter",10112,1,0,1,1,2
64375,E9620,T4593XA,"Poisoning by unspecified primarily systemic and hematological agent, assault, initial encounter",10122,1,0,1,2,2
64376,V5889,T4593XD,"Poisoning by unspecified primarily systemic and hematological agent, assault, subsequent encounter",10000,1,0,0,0,0
64377,9090,T4593XS,"Poisoning by unspecified primarily systemic and hematological agent, assault, sequela",10111,1,0,1,1,1
64378,E969,T4593XS,"Poisoning by unspecified primarily systemic and hematological agent, assault, sequela",10112,1,0,1,1,2
64379,9639,T4594XA,"Poisoning by unspecified primarily systemic and hematological agent, undetermined, initial encounter",10111,1,0,1,1,1
64380,9649,T4594XA,"Poisoning by unspecified primarily systemic and hematological agent, undetermined, initial encounter",10121,1,0,1,2,1
64381,E9804,T4594XA,"Poisoning by unspecified primarily systemic and hematological agent, undetermined, initial encounter",10112,1,0,1,1,2
64382,E9804,T4594XA,"Poisoning by unspecified primarily systemic and hematological agent, undetermined, initial encounter",10122,1,0,1,2,2
64383,V5889,T4594XD,"Poisoning by unspecified primarily systemic and hematological agent, undetermined, subsequent encounter",10000,1,0,0,0,0
64384,9090,T4594XS,"Poisoning by unspecified primarily systemic and hematological agent, undetermined, sequela",10111,1,0,1,1,1
64385,E989,T4594XS,"Poisoning by unspecified primarily systemic and hematological agent, undetermined, sequela",10112,1,0,1,1,2
64386,99529,T4595XA,"Adverse effect of unspecified primarily systemic and hematological agent, initial encounter",10111,1,0,1,1,1
64387,99529,T4595XA,"Adverse effect of unspecified primarily systemic and hematological agent, initial encounter",10121,1,0,1,2,1
64388,E9339,T4595XA,"Adverse effect of unspecified primarily systemic and hematological agent, initial encounter",10112,1,0,1,1,2
64389,E9349,T4595XA,"Adverse effect of unspecified primarily systemic and hematological agent, initial encounter",10122,1,0,1,2,2
64390,V5889,T4595XD,"Adverse effect of unspecified primarily systemic and hematological agent, subsequent encounter",10000,1,0,0,0,0
64391,9095,T4595XS,"Adverse effect of unspecified primarily systemic and hematological agent, sequela",10111,1,0,1,1,1
64392,E9349,T4595XS,"Adverse effect of unspecified primarily systemic and hematological agent, sequela",10112,1,0,1,1,2
64393,NoDx,T4596XA,"Underdosing of unspecified primarily systemic and hematological agent, initial encounter",11000,1,1,0,0,0
64394,NoDx,T4596XD,"Underdosing of unspecified primarily systemic and hematological agent, subsequent encounter",11000,1,1,0,0,0
64395,NoDx,T4596XS,"Underdosing of unspecified primarily systemic and hematological agent, sequela",11000,1,1,0,0,0
64396,9721,T460X1A,"Poisoning by cardiac-stimulant glycosides and drugs of similar action, accidental (unintentional), initial encounter",10111,1,0,1,1,1
64397,E8583,T460X1A,"Poisoning by cardiac-stimulant glycosides and drugs of similar action, accidental (unintentional), initial encounter",10112,1,0,1,1,2
64398,V5889,T460X1D,"Poisoning by cardiac-stimulant glycosides and drugs of similar action, accidental (unintentional), subsequent encounter",10000,1,0,0,0,0
64399,9090,T460X1S,"Poisoning by cardiac-stimulant glycosides and drugs of similar action, accidental (unintentional), sequela",10111,1,0,1,1,1
64400,E9292,T460X1S,"Poisoning by cardiac-stimulant glycosides and drugs of similar action, accidental (unintentional), sequela",10112,1,0,1,1,2
64401,9721,T460X2A,"Poisoning by cardiac-stimulant glycosides and drugs of similar action, intentional self-harm, initial encounter",10111,1,0,1,1,1
64402,E9504,T460X2A,"Poisoning by cardiac-stimulant glycosides and drugs of similar action, intentional self-harm, initial encounter",10112,1,0,1,1,2
