ICD10_3Digits,n_patients_with_dx,sum_f_pos,sum_f_neg,mean_f_pos,mean_f_neg,score_diff,score_ratio,DIAGNOSIS_DESCRIPTION
F11,67565,70486,33,0.51447,3e-06,0.514467,181277.103666,Opioid related disorders
F17,1368519,55337,1728251,0.403899,0.148579,0.25532,2.718416,Nicotine dependence
G89,625438,43040,692331,0.314145,0.05952,0.254624,5.277953,"Pain, not elsewhere classified"
F41,754954,29924,881490,0.218412,0.075782,0.14263,2.882102,Other anxiety disorders
M54,1312016,36453,1602743,0.266067,0.137789,0.128278,1.930974,Dorsalgia
F32,685724,26731,799550,0.195107,0.068738,0.126369,2.83842,"Major depressive disorder, single episode"
F10,286589,17959,351631,0.131081,0.03023,0.100851,4.336128,Alcohol related disorders
F19,56687,14352,46331,0.104754,0.003983,0.100771,26.299514,Other psychoactive substance related disorders
E87,999492,23626,1140237,0.172444,0.098027,0.074417,1.759147,"Other disorders of fluid, electrolyte and acid-base balance"
J44,769854,22465,1081649,0.16397,0.09299,0.07098,1.763304,Other chronic obstructive pulmonary disease
F31,157602,11709,196610,0.085463,0.016903,0.06856,5.056165,Bipolar disorder
B19,97650,10481,109662,0.0765,0.009428,0.067072,8.114347,Unspecified viral hepatitis
F14,53233,9290,52508,0.067807,0.004514,0.063293,15.020944,Cocaine related disorders
Z91,419407,13911,461562,0.101535,0.039681,0.061854,2.558794,"Personal risk factors, not elsewhere classified"
R45,99986,9270,104928,0.067661,0.009021,0.05864,7.500589,Symptoms and signs involving emotional state
L03,398844,13040,461204,0.095178,0.03965,0.055528,2.400444,Cellulitis and acute lymphangitis
F12,117885,8883,122739,0.064836,0.010552,0.054284,6.144466,Cannabis related disorders
F55,50578,7826,47066,0.057121,0.004046,0.053075,14.116906,Abuse of non-dependence-producing substances
M79,950483,19659,1089518,0.143489,0.093667,0.049822,1.531913,"Other and unspecified soft tissue disorders, not elsewhere classified"
R11,908128,18533,1034135,0.13527,0.088905,0.046365,1.521513,Nausea and vomiting
Z86,864567,18027,1046763,0.131577,0.089991,0.041586,1.462117,Personal history of certain other diseases
T40,44586,5874,39845,0.042874,0.003426,0.039448,12.516044,"Poisoning by, adverse effect of and underdosing of narcotics and psychodysleptics [hallucinogens]"
B18,66165,6172,79352,0.045049,0.006822,0.038227,6.603513,Chronic viral hepatitis
J45,632471,14450,791666,0.105469,0.06806,0.037409,1.549648,Asthma
F15,35719,5509,36649,0.04021,0.003151,0.037059,12.761966,Other stimulant related disorders
J96,389862,10241,439601,0.074748,0.037793,0.036955,1.977838,"Respiratory failure, not elsewhere classified"
Z88,577611,12988,675846,0.094798,0.058103,0.036695,1.631555,"Allergy status to drugs, medicaments and biological substances"
F43,96717,6243,109869,0.045567,0.009446,0.036122,4.824199,"Reaction to severe stress, and adjustment disorders"
Z79,1945740,34771,2532184,0.25379,0.217693,0.036096,1.165813,Long term (current) drug therapy
R10,1999781,33893,2491588,0.247382,0.214203,0.033178,1.154891,Abdominal and pelvic pain
R41,236440,7363,257914,0.053742,0.022173,0.031569,2.423745,Other symptoms and signs involving cognitive functions and awareness
F13,11746,4348,7931,0.031736,0.000682,0.031054,46.544464,"Sedative, hypnotic, or anxiolytic related disorders"
F33,52079,4861,62301,0.03548,0.005356,0.030124,6.624264,"Major depressive disorder, recurrent"
A41,319778,7742,342963,0.056508,0.029485,0.027023,1.916518,Other sepsis
Z76,64420,4482,67281,0.032714,0.005784,0.026929,5.655701,Persons encountering health services in other circumstances
Z72,215806,6572,254886,0.047968,0.021913,0.026056,2.189065,Problems related to lifestyle
E86,470432,9472,505140,0.069135,0.043427,0.025708,1.591978,Volume depletion
G40,187326,6342,247391,0.04629,0.021268,0.025021,2.176454,Epilepsy and recurrent seizures
Z59,36272,3829,38791,0.027947,0.003335,0.024613,8.380334,Problems related to housing and economic circumstances
N17,528661,10421,598569,0.076062,0.051459,0.024602,1.478095,Acute kidney failure
K59,434064,8873,473414,0.064763,0.0407,0.024063,1.591243,Other functional intestinal disorders
J18,388780,8258,435225,0.060274,0.037417,0.022858,1.610898,"Pneumonia, unspecified organism"
B95,144420,4655,150364,0.033976,0.012927,0.021049,2.628348,"Streptococcus, Staphylococcus, and Enterococcus as the cause of diseases classified elsewhere"
R07,1164675,18944,1369808,0.13827,0.117763,0.020507,1.174138,Pain in throat and chest
T50,93283,3887,93606,0.028371,0.008047,0.020323,3.525477,"Poisoning by, adverse effect of and underdosing of diuretics and other and unspecified drugs, medicaments and biological substances"
D72,298622,6431,311596,0.046939,0.026788,0.020151,1.75224,Other disorders of white blood cells
E83,273771,6307,301410,0.046034,0.025912,0.020122,1.776529,Disorders of mineral metabolism
Z68,713537,12248,809216,0.089397,0.069569,0.019828,1.285014,Body mass index [BMI]
Y92,1039014,16431,1165667,0.119928,0.100213,0.019715,1.196731,Place of occurrence of the external cause
D57,53266,3571,91728,0.026064,0.007886,0.018178,3.305179,Sickle-cell disorders
K86,72116,3522,90784,0.025707,0.007805,0.017902,3.293723,Other diseases of pancreas
G43,221647,5358,257604,0.039107,0.022146,0.016961,1.765864,Migraine
O99,330532,6995,397163,0.051056,0.034144,0.016911,1.495292,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium"
R06,856660,14341,1022274,0.104673,0.087886,0.016788,1.19102,Abnormalities of breathing
Z99,260500,6395,349512,0.046676,0.030048,0.016629,1.553408,"Dependence on enabling machines and devices, not elsewhere classified"
R56,134734,4121,158837,0.030079,0.013655,0.016423,2.202713,"Convulsions, not elsewhere classified"
K31,144466,4171,163082,0.030444,0.01402,0.016423,2.171407,Other diseases of stomach and duodenum
D64,784466,12948,909182,0.094506,0.078163,0.016343,1.209091,Other anemias
F39,23001,2507,23699,0.018298,0.002037,0.016261,8.981134,Unspecified mood [affective] disorder
R52,129201,3743,131986,0.02732,0.011347,0.015973,2.407681,"Pain, unspecified"
T42,31810,2528,30334,0.018452,0.002608,0.015844,7.075454,"Poisoning by, adverse effect of and underdosing of antiepileptic, sedative- hypnotic and antiparkinsonism drugs"
G93,209392,4703,227256,0.034327,0.019537,0.014789,1.756979,Other disorders of brain
K74,99706,3644,138416,0.026597,0.0119,0.014697,2.235111,Fibrosis and cirrhosis of liver
Z87,1225895,18991,1443773,0.138613,0.124122,0.014491,1.11675,Personal history of other diseases and conditions
M51,235434,5290,287775,0.038611,0.02474,0.013871,1.560665,"Thoracic, thoracolumbar, and lumbosacral intervertebral disc disorders"
L02,72730,2862,83621,0.020889,0.007189,0.0137,2.90577,"Cutaneous abscess, furuncle and carbuncle"
G92,38248,2293,37494,0.016736,0.003223,0.013513,5.192174,Toxic encephalopathy
F34,75431,2779,79648,0.020284,0.006847,0.013436,2.962243,Persistent mood [affective] disorders
L98,147536,3709,160187,0.027072,0.013771,0.0133,1.965788,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
F60,15725,1992,16575,0.014539,0.001425,0.013114,10.203345,Specific personality disorders
B37,193215,4165,202777,0.0304,0.017433,0.012967,1.743827,Candidiasis
G47,594681,10324,726224,0.075354,0.062434,0.01292,1.206937,Sleep disorders
R65,153018,3617,156942,0.0264,0.013492,0.012908,1.956665,Symptoms and signs specifically associated with systemic inflammation and infection
B20,34488,2376,53268,0.017342,0.004579,0.012763,3.786928,Human immunodeficiency virus [HIV] disease
K70,60449,2597,78558,0.018955,0.006754,0.012202,2.806652,Alcoholic liver disease
M62,179494,3931,192875,0.028692,0.016582,0.01211,1.730351,Other disorders of muscle
D69,219309,4554,247908,0.033239,0.021313,0.011926,1.559587,Purpura and other hemorrhagic conditions
K85,104050,2984,119643,0.02178,0.010286,0.011494,2.117476,Acute pancreatitis
F20,46421,2234,60924,0.016306,0.005238,0.011068,3.113162,Schizophrenia
K21,1222578,18999,1484550,0.138672,0.127628,0.011044,1.086533,Gastro-esophageal reflux disease
D63,254848,5084,306696,0.037108,0.026367,0.010741,1.407358,Anemia in chronic diseases classified elsewhere
K76,205535,4112,229421,0.030013,0.019723,0.01029,1.521693,Other diseases of liver
R40,85543,2430,86922,0.017736,0.007473,0.010264,2.373469,"Somnolence, stupor and coma"
R00,539262,8429,596642,0.061522,0.051294,0.010229,1.199415,Abnormalities of heart beat
R74,141174,3132,148328,0.02286,0.012752,0.010108,1.792692,Abnormal serum enzyme levels
J69,88863,2444,93785,0.017839,0.008063,0.009776,2.212457,Pneumonitis due to solids and liquids
F29,45213,1871,47696,0.013656,0.0041,0.009556,3.330418,Unspecified psychosis not due to a substance or known physiological condition
F90,62346,2196,75960,0.016028,0.00653,0.009498,2.454451,Attention-deficit hyperactivity disorders
L97,104719,2942,139877,0.021473,0.012025,0.009448,1.785679,"Non-pressure chronic ulcer of lower limb, not elsewhere classified"
T43,17484,1450,16828,0.010583,0.001447,0.009137,7.315471,"Poisoning by, adverse effect of and underdosing of psychotropic drugs, not elsewhere classified"
B96,190711,3584,200971,0.026159,0.017278,0.008882,1.514055,Other bacterial agents as the cause of diseases classified elsewhere
R69,54144,1847,55218,0.013481,0.004747,0.008734,2.839836,Unknown and unspecified causes of morbidity
F25,19341,1489,24977,0.010868,0.002147,0.008721,5.061291,Schizoaffective disorders
M47,202785,4075,244716,0.029743,0.021038,0.008705,1.413749,Spondylosis
R78,59091,1909,60971,0.013934,0.005242,0.008692,2.658212,"Findings of drugs and other substances, not normally found in blood"
D50,238466,4373,271156,0.031918,0.023311,0.008607,1.369201,Iron deficiency anemia
I95,265152,4458,281788,0.032538,0.024225,0.008313,1.34315,Hypotension
M06,124693,3091,166128,0.022561,0.014282,0.008279,1.579659,Other rheumatoid arthritis
E66,930354,14300,1119921,0.104374,0.09628,0.008094,1.084066,Overweight and obesity
K50,57626,2126,86650,0.015517,0.007449,0.008068,2.08306,Crohn's disease [regional enteritis]
G82,36072,1660,47105,0.012116,0.00405,0.008067,2.991907,Paraplegia (paraparesis) and quadriplegia (quadriparesis)
J98,270243,4486,287214,0.032743,0.024692,0.008051,1.326053,Other respiratory disorders
E10,65690,2074,83201,0.015138,0.007153,0.007985,2.116349,Type 1 diabetes mellitus
M86,48167,1793,60477,0.013087,0.005199,0.007888,2.51708,Osteomyelitis
G62,66357,1946,74430,0.014204,0.006399,0.007805,2.219739,Other and unspecified polyneuropathies
R19,469648,7113,513392,0.051917,0.044137,0.00778,1.17628,Other symptoms and signs involving the digestive system and abdomen
Z89,67626,2133,91113,0.015569,0.007833,0.007736,1.987548,Acquired absence of limb
R60,196052,3581,217602,0.026137,0.018707,0.00743,1.397168,"Edema, not elsewhere classified"
I33,10078,1136,10249,0.008292,0.000881,0.00741,9.410299,Acute and subacute endocarditis
Z53,146171,2762,149536,0.02016,0.012856,0.007304,1.56814,"Persons encountering health services for specific procedures and treatment, not carried out"
M32,53727,1862,74862,0.013591,0.006436,0.007155,2.111666,Systemic lupus erythematosus (SLE)
Z21,29434,1425,38272,0.010401,0.00329,0.007111,3.161118,Asymptomatic human immunodeficiency virus [HIV] infection status
J15,67777,1729,69970,0.01262,0.006015,0.006604,2.097926,"Bacterial pneumonia, not elsewhere classified"
M46,28948,1302,35047,0.009503,0.003013,0.00649,3.154039,Other inflammatory spondylopathies
M96,25207,1264,32008,0.009226,0.002752,0.006474,3.352706,"Intraoperative and postprocedural complications and disorders of musculoskeletal system, not elsewhere classified"
Z93,101937,2414,129670,0.01762,0.011148,0.006472,1.580537,Artificial opening status
R79,212274,3536,225729,0.025809,0.019406,0.006403,1.32994,Other abnormal findings of blood chemistry
G25,75198,1891,86552,0.013802,0.007441,0.006361,1.854904,Other extrapyramidal and movement disorders
D68,91623,2075,103657,0.015145,0.008911,0.006234,1.699521,Other coagulation defects
F69,5563,909,5239,0.006635,0.00045,0.006184,14.73064,Unspecified disorder of adult personality and behaviour
R73,236843,3876,257750,0.028291,0.022159,0.006132,1.27671,Elevated blood glucose level
Y90,18258,1072,20058,0.007824,0.001724,0.0061,4.537472,Evidence of alcohol involvement determined by blood alcohol level
K72,47338,1481,55113,0.01081,0.004738,0.006072,2.281434,"Hepatic failure, not elsewhere classified"
I82,133690,2709,160123,0.019773,0.013766,0.006007,1.436357,Other venous embolism and thrombosis
E43,68612,1702,74798,0.012423,0.00643,0.005992,1.931864,Unspecified severe protein-energy malnutrition
I26,71742,1796,84630,0.013109,0.007276,0.005833,1.801727,Pulmonary embolism
O98,28501,1146,29635,0.008365,0.002548,0.005817,3.283119,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium"
K58,85044,1920,95703,0.014014,0.008228,0.005786,1.703267,Irritable bowel syndrome
Z56,7879,873,7528,0.006372,0.000647,0.005725,9.845574,Problems related to employment and unemployment
K08,133548,2589,154092,0.018897,0.013247,0.005649,1.426458,Other disorders of teeth and supporting structures
Z90,441885,6700,505252,0.048903,0.043437,0.005466,1.125833,"Acquired absence of organs, not elsewhere classified"
N39,771186,11345,900572,0.082806,0.077423,0.005383,1.06953,Other disorders of urinary system
M48,107181,2199,124474,0.01605,0.010701,0.005349,1.49987,Other spondylopathies
G60,58019,1486,63962,0.010846,0.005499,0.005347,1.97244,Hereditary and idiopathic neuropathy
R18,86018,1954,111568,0.014262,0.009592,0.00467,1.486935,Ascites
L89,106281,2205,132950,0.016094,0.01143,0.004664,1.40808,Pressure ulcer
R09,284902,4166,300636,0.030407,0.025846,0.004561,1.176482,Other symptoms and signs involving the circulatory and respiratory system
R50,333123,4853,359687,0.035422,0.030923,0.004499,1.145493,Fever of other and unknown origin
M50,90512,1866,106193,0.01362,0.009129,0.00449,1.491842,Cervical disc disorders
J20,146343,2392,152536,0.017459,0.013114,0.004345,1.331361,Acute bronchitis
O09,154883,2886,195861,0.021065,0.016838,0.004226,1.250995,Supervision of high risk pregnancy
J43,77198,1562,85075,0.011401,0.007314,0.004087,1.558785,Emphysema
Z02,56073,1279,61464,0.009335,0.005284,0.004051,1.766675,Encounter for administrative examination
D61,61407,1399,72054,0.010211,0.006195,0.004017,1.648415,Other aplastic anemias and other bone marrow failure syndromes
R51,560342,8027,635019,0.058588,0.054593,0.003995,1.073183,Headache
R63,155863,2562,171154,0.0187,0.014714,0.003986,1.270864,Symptoms and signs concerning food and fluid intake
Z81,9577,648,9463,0.00473,0.000814,0.003916,5.813701,Family history of mental and behavioral disorders
I87,82548,1735,102658,0.012664,0.008826,0.003838,1.434874,Other disorders of veins
T41,7516,603,7090,0.004401,0.00061,0.003792,7.220669,"Poisoning by, adverse effect of and underdosing of anesthetics and therapeutic gases"
R44,14317,691,14610,0.005044,0.001256,0.003788,4.015453,Other symptoms and signs involving general sensations and perceptions
K52,209135,3106,220230,0.02267,0.018933,0.003737,1.19738,Other and unspecified noninfective gastroenteritis and colitis
N31,36244,1035,45320,0.007554,0.003896,0.003658,1.938909,"Neuromuscular dysfunction of bladder, not elsewhere classified"
R25,49643,1090,52249,0.007956,0.004492,0.003464,1.771151,Abnormal involuntary movements
R16,45863,1048,48964,0.007649,0.004209,0.00344,1.817152,"Hepatomegaly and splenomegaly, not elsewhere classified"
K29,322439,4501,342273,0.032852,0.029425,0.003427,1.116461,Gastritis and duodenitis
T39,14196,628,13991,0.004584,0.001203,0.003381,3.810813,"Poisoning by, adverse effect of and underdosing of nonopioid analgesics, antipyretics and antirheumatics"
Z71,62496,1254,67598,0.009153,0.005811,0.003341,1.574964,"Persons encountering health services for other counseling and medical advice, not elsewhere classified"
E44,50660,1079,52941,0.007876,0.004551,0.003324,1.730359,Protein-calorie malnutrition of moderate and mild degree
G59,30297,827,32066,0.006036,0.002757,0.003279,2.189614,Mononeuropathy in diseases classified elsewhere
M00,16244,666,18452,0.004861,0.001586,0.003275,3.064345,Pyogenic arthritis
I38,12391,594,12816,0.004336,0.001102,0.003234,3.934963,"Endocarditis, valve unspecified"
A04,56345,1181,62697,0.00862,0.00539,0.00323,1.599227,Other bacterial intestinal infections
K56,167047,2572,181666,0.018773,0.015618,0.003155,1.202,Paralytic ileus and intestinal obstruction without hernia
E16,42202,952,44472,0.006949,0.003823,0.003125,1.817428,Other disorders of pancreatic internal secretion
G90,14292,620,17157,0.004525,0.001475,0.00305,3.068013,Disorders of autonomic nervous system
G35,31179,969,47157,0.007073,0.004054,0.003019,1.744555,Multiple sclerosis
Z83,161556,2427,171630,0.017714,0.014755,0.002959,1.200559,Family history of other specific disorders
B17,6428,479,6782,0.003496,0.000583,0.002913,5.99631,Other acute viral hepatitis
K04,73671,1340,80311,0.009781,0.006904,0.002876,1.416566,Diseases of pulp and periapical tissues
Z63,7513,482,7491,0.003518,0.000644,0.002874,5.462779,"Other problems related to primary support group, including family circumstances"
R64,33258,798,35028,0.005825,0.003011,0.002813,1.934169,Cachexia
T38,25766,685,26048,0.005,0.002239,0.00276,2.232662,"Poisoning by, adverse effect of and underdosing of hormones and their synthetic substitutes and antagonists, not elsewhere classified"
G06,5047,439,5725,0.003204,0.000492,0.002712,6.510213,Intracranial and intraspinal abscess and granuloma
M90,20413,637,22868,0.004649,0.001966,0.002683,2.364929,Osteopathies in diseases classified elsewhere
T80,17580,577,17783,0.004211,0.001529,0.002683,2.754721,"Complications following infusion, transfusion and therapeutic injection"
L08,29672,721,30575,0.005263,0.002629,0.002634,2.002054,Other local infections of skin and subcutaneous tissue
I85,33203,841,41402,0.006138,0.003559,0.002579,1.724573,Esophageal varices
K27,33737,768,35493,0.005606,0.003051,0.002554,1.837069,"Peptic ulcer, site unspecified"
T14,79647,1309,81542,0.009554,0.00701,0.002544,1.362904,Injury of unspecified body region
M41,56144,1128,66357,0.008233,0.005705,0.002528,1.443209,Scoliosis
I27,150696,2464,179921,0.017984,0.015468,0.002517,1.162695,Other pulmonary heart diseases
K92,239585,3433,262554,0.025057,0.022572,0.002485,1.1101,Other diseases of digestive system
F44,17330,551,17951,0.004022,0.001543,0.002478,2.605972,Dissociative and conversion disorders
R91,147735,2324,168865,0.016963,0.014517,0.002445,1.168432,Abnormal findings on diagnostic imaging of lung
E46,31257,719,32664,0.005248,0.002808,0.00244,1.868816,Unspecified protein-calorie malnutrition
M99,79870,1422,92508,0.010379,0.007953,0.002426,1.305051,"Biomechanical lesions, not elsewhere classified"
E88,60635,1091,64679,0.007963,0.00556,0.002403,1.432084,Other and unspecified metabolic disorders
Y04,39108,807,40588,0.00589,0.003489,0.002401,1.68804,Assault by bodily force
R21,107316,1666,113684,0.01216,0.009773,0.002386,1.244178,Rash and other nonspecific skin eruption
I89,30737,759,36730,0.00554,0.003158,0.002382,1.754397,Other noninfective disorders of lymphatic vessels and lymph nodes
D47,28271,709,32734,0.005175,0.002814,0.002361,1.838883,"Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue"
Y84,93393,1473,98477,0.010751,0.008466,0.002285,1.269916,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Z65,6972,391,6980,0.002854,0.0006,0.002254,4.755845,Problems related to other psychosocial circumstances
Z78,85983,1350,88808,0.009854,0.007635,0.002219,1.290591,Other specified health status
A49,25169,598,25870,0.004365,0.002224,0.002141,1.962509,Bacterial infection of unspecified site
J81,57113,983,59283,0.007175,0.005097,0.002078,1.407766,Pulmonary edema
F40,10286,414,11377,0.003022,0.000978,0.002044,3.089436,Phobic anxiety disorders
X78,4522,331,4560,0.002416,0.000392,0.002024,6.162673,Intentional self-harm by sharp object
L40,32075,738,39327,0.005387,0.003381,0.002006,1.593208,Psoriasis
E89,42613,850,49418,0.006204,0.004248,0.001956,1.460295,"Postprocedural endocrine and metabolic complications and disorders, not elsewhere classified"
S22,99577,1562,109911,0.011401,0.009449,0.001952,1.206554,"Fracture of rib(s), sternum and thoracic spine"
F42,8177,384,9909,0.002803,0.000852,0.001951,3.290091,Obsessive-compulsive disorder
Z16,23032,552,24194,0.004029,0.00208,0.001949,1.937039,Resistance to antimicrobial drugs
I76,1397,280,1165,0.002044,0.0001,0.001944,20.404918,Septic arterial embolism
I80,15920,466,17251,0.003401,0.001483,0.001918,2.293393,Phlebitis and thrombophlebitis
J90,71061,1232,82349,0.008992,0.00708,0.001913,1.270163,"Pleural effusion, not elsewhere classified"
F45,7953,358,8209,0.002613,0.000706,0.001907,3.702536,Somatoform disorders
M60,5057,321,5115,0.002343,0.00044,0.001903,5.328016,Myositis
O35,19791,540,24427,0.003941,0.0021,0.001841,1.876854,Maternal care for known or suspected fetal abnormality and damage
T36,18987,472,18821,0.003445,0.001618,0.001827,2.129149,"Poisoning by, adverse effect of and underdosing of systemic antibiotics"
R29,115739,1688,122552,0.012321,0.010536,0.001785,1.169389,Other symptoms and signs involving the nervous and musculoskeletal systems
F22,5411,307,5519,0.002241,0.000474,0.001766,4.722632,Delusional disorders
J40,107258,1544,110698,0.011269,0.009517,0.001753,1.184171,"Bronchitis, not specified as acute or chronic"
J80,20850,484,20860,0.003533,0.001793,0.001739,1.969872,Adult respiratory distress syndrome
M87,7919,342,9197,0.002496,0.000791,0.001706,3.157086,Osteonecrosis
S27,31596,618,32742,0.004511,0.002815,0.001696,1.602471,Injury of other and unspecified intrathoracic organs
L29,38162,697,39498,0.005087,0.003396,0.001692,1.498182,Pruritus
D53,25835,552,27235,0.004029,0.002341,0.001688,1.720753,Other nutritional anemias
Z73,5542,296,5656,0.00216,0.000486,0.001674,4.443125,Problems related to life management difficulty
G57,24080,535,26114,0.003905,0.002245,0.00166,1.739351,Mononeuropathies of lower limb
S34,5544,298,6193,0.002175,0.000532,0.001643,4.085276,"Injury of lumbar and sacral spinal cord and nerves at abdomen, lower back and pelvis level"
A40,12913,375,12848,0.002737,0.001105,0.001633,2.478006,Streptococcal sepsis
T79,15394,405,15586,0.002956,0.00134,0.001616,2.20611,"Certain early complications of trauma, not elsewhere classified"
F05,27388,547,27638,0.003992,0.002376,0.001616,1.680303,Delirium due to known physiological condition
E64,64735,1032,68935,0.007532,0.005926,0.001606,1.271004,Sequelae of malnutrition and other nutritional deficiencies
B34,34718,633,35322,0.00462,0.003037,0.001584,1.521477,Viral infection of unspecified site
R57,56044,879,56489,0.006416,0.004856,0.001559,1.321089,"Shock, not elsewhere classified"
T65,4236,257,4088,0.001876,0.000351,0.001524,5.337379,Toxic effect of other and unspecified substances
M15,25952,546,28624,0.003985,0.002461,0.001524,1.619456,Polyosteoarthritis
Y08,18879,434,19168,0.003168,0.001648,0.00152,1.922294,Assault by other specified means
K91,41199,733,44549,0.00535,0.00383,0.00152,1.396925,"Intraoperative and postprocedural complications and disorders of digestive system, not elsewhere classified"
E27,21522,495,24641,0.003613,0.002118,0.001495,1.705508,Other disorders of adrenal gland
Y09,24964,503,25523,0.003671,0.002194,0.001477,1.673182,Assault by unspecified means
T51,2932,234,2785,0.001708,0.000239,0.001469,7.133389,Toxic effect of alcohol
R76,17000,424,18908,0.003095,0.001626,0.001469,1.903825,Other abnormal immunological findings in serum
R03,96800,1472,107945,0.010744,0.00928,0.001464,1.157743,"Abnormal blood-pressure reading, without diagnosis"
S36,23784,496,25119,0.00362,0.002159,0.001461,1.676433,Injury of intra-abdominal organs
J86,10238,332,11293,0.002423,0.000971,0.001452,2.495947,Pyothorax
I16,23699,491,25227,0.003584,0.002169,0.001415,1.652429,Hypertensive crisis
E53,52845,898,60053,0.006554,0.005163,0.001392,1.269547,Deficiency of other B group vitamins
R20,156601,2138,165383,0.015605,0.014218,0.001387,1.097549,Disturbances of skin sensation
A05,10283,339,12678,0.002474,0.00109,0.001384,2.270156,"Other bacterial foodborne intoxications, not elsewhere classified"
M19,407475,5673,465540,0.041407,0.040023,0.001384,1.034577,Other and unspecified osteoarthritis
R53,523662,7136,589817,0.052085,0.050707,0.001378,1.027175,Malaise and fatigue
J85,5017,250,5355,0.001825,0.00046,0.001364,3.963571,Abscess of lung and mediastinum
D73,11090,322,11713,0.00235,0.001007,0.001343,2.333965,Diseases of spleen
W46,1447,194,1300,0.001416,0.000112,0.001304,12.669561,Contact with hypodermic needle
B00,25122,487,26289,0.003555,0.00226,0.001294,1.572758,Herpesviral [herpes simplex] infections
F50,4197,237,5065,0.00173,0.000435,0.001294,3.972601,Eating disorders
F16,1527,189,1549,0.001379,0.000133,0.001246,10.358914,Hallucinogen related disorders
F51,8075,268,8617,0.001956,0.000741,0.001215,2.640494,Sleep disorders not due to a substance or known physiological condition
B35,40004,684,43977,0.004992,0.003781,0.001212,1.320497,Dermatophytosis
K25,53073,832,56613,0.006073,0.004867,0.001206,1.247711,Gastric ulcer
R68,105419,1445,108676,0.010547,0.009343,0.001204,1.128863,Other general symptoms and signs
H54,52156,875,60468,0.006387,0.005198,0.001188,1.22854,Blindness and low vision
E72,11397,303,12338,0.002212,0.001061,0.001151,2.084993,Other disorders of amino-acid metabolism
T46,22201,420,22335,0.003066,0.00192,0.001145,1.596505,"Poisoning by, adverse effect of and underdosing of agents primarily affecting the cardiovascular system"
R14,52030,804,54970,0.005868,0.004726,0.001143,1.241759,Flatulence and related conditions
Z74,44674,725,48331,0.005292,0.004155,0.001137,1.273559,Problems related to care provider dependency
Y99,222980,3063,246926,0.022357,0.021228,0.001128,1.053143,External cause status
Z03,24718,453,25575,0.003306,0.002199,0.001108,1.503798,Encounter for medical observation for suspected diseases and conditions ruled out
J93,28004,519,31280,0.003788,0.002689,0.001099,1.408664,Pneumothorax and air leak
S31,22028,438,24436,0.003197,0.002101,0.001096,1.521776,"Open wound of abdomen, lower back, pelvis and external genitals"
T83,37652,647,42180,0.004722,0.003626,0.001096,1.302281,"Complications of genitourinary prosthetic devices, implants and grafts"
E80,15409,342,16344,0.002496,0.001405,0.001091,1.776538,Disorders of porphyrin and bilirubin metabolism
S06,94798,1334,100649,0.009737,0.008653,0.001084,1.125261,Intracranial injury
S09,182049,2360,187754,0.017225,0.016141,0.001084,1.067161,Other and unspecified injuries of head
T07,29586,500,29920,0.003649,0.002572,0.001077,1.418781,Unspecified multiple injuries
K65,40865,670,44487,0.00489,0.003825,0.001066,1.278641,Peritonitis
V89,61225,887,63101,0.006474,0.005425,0.001049,1.193423,"Motor- or nonmotor-vehicle accident, type of vehicle unspecified"
K73,5337,211,5728,0.00154,0.000492,0.001048,3.127416,"Chronic hepatitis, not elsewhere classified"
O21,22195,442,25395,0.003226,0.002183,0.001043,1.477682,Excessive vomiting in pregnancy
S02,72128,1139,84998,0.008313,0.007307,0.001006,1.137685,Fracture of skull and facial bones
T48,3704,179,3595,0.001307,0.000309,0.000997,4.227268,"Poisoning by, adverse effect of and underdosing of agents primarily acting on smooth and skeletal muscles and the respiratory system"
J42,10175,261,10689,0.001905,0.000919,0.000986,2.073051,Unspecified chronic bronchitis
R89,8199,233,8370,0.001701,0.00072,0.000981,2.363398,"Abnormal findings in specimens from other organs, systems and tissues"
K87,31767,548,35219,0.004,0.003028,0.000972,1.321023,"Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere"
F91,9376,257,10588,0.001876,0.00091,0.000966,2.060752,Conduct disorders
M53,31478,548,35297,0.004,0.003035,0.000965,1.318104,"Other and unspecified dorsopathies, not elsewhere classified"
M84,35901,591,38974,0.004314,0.003351,0.000963,1.287418,Disorder of continuity of bone
J95,46623,692,47645,0.005051,0.004096,0.000955,1.233093,"Intraoperative and postprocedural complications and disorders of respiratory system, not elsewhere classified"
F48,2561,160,2547,0.001168,0.000219,0.000949,5.333302,Other nonpsychotic mental disorders
A08,30579,490,30622,0.003576,0.002633,0.000944,1.358531,Viral and other specified intestinal infections
I96,20327,398,22832,0.002905,0.001963,0.000942,1.479946,"Gangrene, not elsewhere classified"
G83,11966,278,12706,0.002029,0.001092,0.000937,1.857559,Other paralytic syndromes
F23,2671,157,2677,0.001146,0.00023,0.000916,4.979165,Brief psychotic disorder
G54,7252,222,8255,0.00162,0.00071,0.000911,2.283192,Nerve root and plexus disorders
