rank,feature,mean_abs_shap,DIAGNOSIS_DESCRIPTION
1315,G36,4.192083622456266e-07,Other acute disseminated demyelination
1316,X80,4.069551948759909e-07,Intentional self-harm by jumping from a high place
1317,H62,3.91020108736484e-07,Disorders of external ear in diseases classified elsewhere
1318,L52,3.8231615917538885e-07,Erythema nodosum
1319,X30,3.7942089647913246e-07,Exposure to excessive natural heat
1320,D65,3.7852262835258443e-07,Disseminated intravascular coagulation [defibrination syndrome]
1321,M83,3.6802549630010617e-07,Adult osteomalacia
1322,L51,3.565532153970708e-07,Erythema multiforme
1323,C38,3.559566152944172e-07,"Malignant neoplasm of heart, mediastinum and pleura"
1324,C46,3.527500211930601e-07,Kaposi's sarcoma
1325,N02,3.455824924003537e-07,Recurrent and persistent hematuria
1326,Q42,3.306536768832302e-07,"Congenital absence, atresia and stenosis of large intestine"
1327,F95,3.26478073020553e-07,Tic disorder
1328,F54,3.1598452210346295e-07,Psychological and behavioral factors associated with disorders or diseases classified elsewhere
1329,T52,3.077308576848737e-07,Toxic effect of organic solvents
1330,J60,2.8565321485984896e-07,Coalworker's pneumoconiosis
1331,X78,2.815077948525868e-07,Intentional self-harm by sharp object
1332,S55,2.699103163195105e-07,Injury of blood vessels at forearm level
1333,W45,2.693580825052777e-07,Foreign body or object entering through skin
1334,F82,2.413598281236773e-07,Specific developmental disorder of motor function
1335,T69,2.4054745040302805e-07,Other effects of reduced temperature
1336,S97,2.057014540923774e-07,Crushing injury of ankle and foot
1337,Q15,2.056985834997249e-07,Other congenital malformations of eye
1338,Y24,1.8913159749445185e-07,"Other and unspecified firearm discharge, undetermined intent"
1339,D15,1.4697006633923593e-07,Benign neoplasm of other and unspecified intrathoracic organs
1340,I66,1.4415452653793184e-07,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction"
1341,K09,1.3721889047246805e-07,"Cysts of oral region, not elsewhere classified"
1342,K03,1.1943502897793226e-07,Other diseases of hard tissues of teeth
1343,V77,1.1575390601592517e-07,Bus occupant injured in collision with fixed or stationary object
1344,F94,1.1235728436531645e-07,Disorders of social functioning with onset specific to childhood and adolescence
1345,A54,7.658641010266366e-08,Gonococcal infection
1346,Q71,6.805885277572088e-08,Reduction defects of upper limb
1347,P02,6.688006948252223e-08,"Newborn affected by complications of placenta, cord and membranes"
1348,Y27,5.61593402892413e-08,"Contact with steam, hot vapors and hot objects, undetermined intent"
1349,S24,5.3091866902832414e-08,Injury of nerves and spinal cord at thorax level
1350,W64,5.2858592169968694e-08,Exposure to other animate mechanical forces
1351,A68,5.1905942655139377e-08,Relapsing fevers
1352,T33,5.146332071603865e-08,Superficial frostbite
1353,Z55,4.8790671058895896e-08,Problems related to education and literacy
1354,G94,4.105701378875892e-08,Other disorders of brain in diseases classified elsewhere
1355,X00,3.8048320050165785e-08,Exposure to uncontrolled fire in building or structure
1356,G63,3.3179773595293234e-08,Polyneuropathy in diseases classified elsewhere
1357,I06,3.3033579427410587e-08,Rheumatic aortic valve diseases
1358,X81,2.5218067634114053e-08,Intentional self-harm by jumping or lying in front of moving object
1359,K67,0.0,Disorders of peritoneum in infectious diseases classified elsewhere
1360,B42,0.0,Sporotrichosis
1361,W38,0.0,Explosion and rupture of other specified pressurized devices
1362,C65,0.0,Malignant neoplasm of renal pelvis
1363,T26,0.0,Burn and corrosion confined to eye and adnexa
1364,B50,0.0,Plasmodium falciparum malaria
1365,A21,0.0,Tularemia
1366,N01,0.0,Rapidly progressive nephritic syndrome
1367,L00,0.0,Staphylococcal scalded skin syndrome
1368,H75,0.0,Other disorders of middle ear and mastoid in diseases classified elsewhere
1369,H68,0.0,Eustachian salpingitis and obstruction
1370,P38,0.0,Omphalitis of newborn
1371,B51,0.0,Plasmodium vivax malaria
1372,D76,0.0,Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue
1373,V81,0.0,Occupant of railway train or railway vehicle injured in transport accident
1374,P11,0.0,Other birth injuries to central nervous system
1375,B78,0.0,Strongyloidiasis
1376,V90,0.0,Drowning and submersion due to accident to watercraft
1377,H36,0.0,Retinal disorders in diseases classified elsewhere
1378,X71,0.0,Intentional self-harm by drowning and submersion
1379,B64,0.0,Unspecified protozoal disease
1380,A82,0.0,Rabies
1381,A85,0.0,"Other viral encephalitis, not elsewhere classified"
1382,A84,0.0,Tick-borne viral encephalitis
1383,A26,0.0,Erysipeloid
1384,B76,0.0,Hookworm diseases
1385,Y29,0.0,"Contact with blunt object, undetermined intent"
1386,Z44,0.0,Encounter for fitting and adjustment of external prosthetic device
1387,P51,0.0,Umbilical hemorrhage of newborn
1388,T53,0.0,Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons
1389,W28,0.0,Contact with powered lawn mower
1390,A70,0.0,Chlamydia psittaci infections
1391,A00,0.0,Cholera
1392,Y65,0.0,Other misadventures during surgical and medical care
1393,X32,0.0,Exposure to sunlight
1394,B73,0.0,Onchocerciasis
1395,T04,0.0,
1396,S17,0.0,Crushing injury of neck
1397,W42,0.0,Exposure to noise
1398,A71,0.0,Trachoma
1399,Y23,0.0,"Rifle, shotgun and larger firearm discharge, undetermined intent"
1400,P72,0.0,Other transitory neonatal endocrine disorders
1401,X92,0.0,Assault by drowning and submersion
1402,A98,0.0,"Other viral hemorrhagic fevers, not elsewhere classified"
1403,O31,0.0,Complications specific to multiple gestation
1404,W32,0.0,Accidental handgun discharge and malfunction
1405,C37,0.0,Malignant neoplasm of thymus
1406,W89,0.0,Exposure to man-made visible and ultraviolet light
1407,E45,0.0,Retarded development following protein-calorie malnutrition
1408,Y36,0.0,Operations of war
1409,I39,0.0,Endocarditis and heart valve disorders in diseases classified elsewhere
1410,V82,0.0,Occupant of powered streetcar injured in transport accident
1411,Q14,0.0,Congenital malformations of posterior segment of eye
1412,P15,0.0,Other birth injuries
1413,P35,0.0,Congenital viral diseases
1414,A22,0.0,Anthrax
1415,V88,0.0,Nontraffic accident of specified type but victim's mode of transport unknown
1416,Q31,0.0,Congenital malformations of larynx
1417,A17,0.0,Tuberculosis of nervous system
1418,V96,0.0,Accident to nonpowered aircraft causing injury to occupant
1419,X96,0.0,Assault by explosive material
1420,M49,0.0,Spondylopathies in diseases classified elsewhere
1421,W99,0.0,Exposure to other man-made environmental factors
1422,P50,0.0,Newborn affected by intrauterine (fetal) blood loss
1423,Y38,0.0,Terrorism
1424,V92,0.0,"Drowning and submersion due to accident on board watercraft, without accident to watercraft"
1425,Q11,0.0,"Anophthalmos, microphthalmos and macrophthalmos"
1426,A66,0.0,Yaws
1427,F24,0.0,Induced delusional disorder
1428,B71,0.0,Other cestode infections
1429,B66,0.0,Other fluke infections
1430,R86,0.0,Abnormal findings in specimens from male genital organs
1431,B26,0.0,Mumps
1432,B06,0.0,Rubella [German measles]
1433,G05,0.0,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere"
1434,M01,0.0,Direct infections of joint in infectious and parasitic diseases classified elsewhere
1435,B55,0.0,Leishmaniasis
1436,O07,0.0,Failed attempted termination of pregnancy
1437,D60,0.0,Acquired pure red cell aplasia [erythroblastopenia]
1438,Q13,0.0,Congenital malformations of anterior segment of eye
1439,B05,0.0,Measles
1440,B53,0.0,Other specified malaria
1441,P93,0.0,Reactions and intoxications due to drugs administered to newborn
1442,A83,0.0,Mosquito-borne viral encephalitis
1443,A01,0.0,Typhoid and paratyphoid fevers
1444,N51,0.0,Disorders of male genital organs in diseases classified elsewhere
1445,P53,0.0,Haemorrhagic disease of fetus and newborn
1446,H67,0.0,Otitis media in diseases classified elsewhere
1447,F66,0.0,Other sexual disorders
1448,B54,0.0,Unspecified malaria
1449,B81,0.0,"Other intestinal helminthiases, not elsewhere classified"
1450,A20,0.0,Plague
1451,A03,0.0,Shigellosis
1452,B79,0.0,Trichuriasis
1453,E50,0.0,Vitamin A deficiency
1454,P56,0.0,Hydrops fetalis due to hemolytic disease
1455,S48,0.0,Traumatic amputation of shoulder and upper arm
1456,S54,0.0,Injury of nerves at forearm level
1457,A44,0.0,Bartonellosis
1458,H28,0.0,Cataract in diseases classified elsewhere
1459,P09,0.0,Abnormal findings on neonatal screening
1460,X52,0.0,Prolonged stay in weightless environment
1461,W35,0.0,Explosion and rupture of boiler
1462,X36,0.0,"Avalanche, landslide and other earth movements"
1463,C39,0.0,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs
1464,Y62,0.0,Failure of sterile precautions during surgical and medical care
1465,Y64,0.0,Contaminated medical or biological substances
1466,X35,0.0,Victim of volcanic eruption
1467,B77,0.0,Ascariasis
1468,S58,0.0,Traumatic amputation of elbow and forearm
1469,Q41,0.0,"Congenital absence, atresia and stenosis of small intestine"
1470,L14,0.0,Bullous disorders in diseases classified elsewhere
1471,Y30,0.0,"Falling, jumping or pushed from a high place, undetermined intent"
1472,J66,0.0,Airway disease due to specific organic dust
1473,I32,0.0,Pericarditis in diseases classified elsewhere
1474,X15,0.0,Contact with hot household appliances
1475,V74,0.0,Bus occupant injured in collision with heavy transport vehicle or bus
1476,V67,0.0,Occupant of heavy transport vehicle injured in collision with fixed or stationary object
1477,W56,0.0,Contact with nonvenomous marine animal
1478,E00,0.0,Congenital iodine-deficiency syndrome
1479,V72,0.0,Bus occupant injured in collision with two- or three-wheeled motor vehicle
1480,B89,0.0,Unspecified parasitic disease
1481,Q86,0.0,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified"
1482,P57,0.0,Kernicterus
1483,V41,0.0,Car occupant injured in collision with pedal cycle
1484,V39,0.0,Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents
1485,Q92,0.0,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified"
1486,Y26,0.0,"Exposure to smoke, fire and flames, undetermined intent"
1487,S78,0.0,Traumatic amputation of hip and thigh
1488,J99,0.0,Respiratory disorders in diseases classified elsewhere
1489,G23,0.0,Other degenerative diseases of basal ganglia
1490,V84,0.0,Occupant of special vehicle mainly used in agriculture injured in transport accident
1491,Y71,0.0,Cardiovascular devices associated with adverse incidents
1492,F78,0.0,Other intellectual disabilities
1493,H80,0.0,Otosclerosis
1494,B92,0.0,Sequelae of leprosy
1495,C47,0.0,Malignant neoplasm of peripheral nerves and autonomic nervous system
1496,V10,0.0,Pedal cycle rider injured in collision with pedestrian or animal
1497,J22,0.0,Unspecified acute lower respiratory infection
1498,P94,0.0,Disorders of muscle tone of newborn
1499,X76,0.0,"Intentional self-harm by smoke, fire and flames"
1500,V44,0.0,Car occupant injured in collision with heavy transport vehicle or bus
1501,Y76,0.0,Obstetric and gynecological devices associated with adverse incidents
1502,X13,0.0,Contact with steam and other hot vapors
1503,X16,0.0,"Contact with hot heating appliances, radiators and pipes"
1504,Y77,0.0,Ophthalmic devices associated with adverse incidents
1505,V73,0.0,"Bus occupant injured in collision with car, pick-up truck or van"
1506,I23,0.0,Certain current complications following ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction (within the 28 day period)
1507,V38,0.0,Occupant of three-wheeled motor vehicle injured in noncollision transport accident
1508,Y03,0.0,Assault by crashing of motor vehicle
1509,V55,0.0,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle
1510,V12,0.0,Pedal cycle rider injured in collision with two- or three-wheeled motor vehicle
1511,V50,0.0,Occupant of pick-up truck or van injured in collision with pedestrian or animal
1512,D77,0.0,Other disorders of blood and blood-forming organs in diseases classified elsewhere
1513,L54,0.0,Erythema in diseases classified elsewhere
1514,A95,0.0,Yellow fever
1515,Y02,0.0,Assault by pushing or placing victim before moving object
1516,W67,0.0,Accidental drowning and submersion while in swimming-pool
1517,L26,0.0,Exfoliative dermatitis
1518,Y80,0.0,Physical medicine devices associated with adverse incidents
1519,X14,0.0,Contact with hot air and gases
1520,V71,0.0,Bus occupant injured in collision with pedal cycle
1521,V30,0.0,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal
1522,Q97,0.0,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified"
1523,X79,0.0,Intentional self-harm by blunt object
1524,L86,0.0,Keratoderma in diseases classified elsewhere
1525,N06,0.0,Isolated proteinuria with specified morphological lesion
1526,V52,0.0,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
1527,B91,0.0,Sequelae of poliomyelitis
1528,V64,0.0,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus
1529,O25,0.0,"Malnutrition in pregnancy, childbirth and the puerperium"
1530,L41,0.0,Parapsoriasis
1531,P95,0.0,Stillbirth
1532,E59,0.0,Dietary selenium deficiency
1533,V58,0.0,Occupant of pick-up truck or van injured in noncollision transport accident
1534,Q81,0.0,Epidermolysis bullosa
1535,V33,0.0,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van"
1536,A34,0.0,Obstetrical tetanus
1537,H82,0.0,Vertiginous syndromes in diseases classified elsewhere
1538,W58,0.0,Contact with crocodile or alligator
1539,O29,0.0,Complications of anesthesia during pregnancy
1540,V37,0.0,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object
1541,V63,0.0,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van"
1542,E54,0.0,Ascorbic acid deficiency
1543,Y72,0.0,Otorhinolaryngological devices associated with adverse incidents
1544,K07,0.0,
1545,A91,0.0,Dengue hemorrhagic fever
1546,E52,0.0,Niacin deficiency [pellagra]
1547,V14,0.0,Pedal cycle rider injured in collision with heavy transport vehicle or bus
1548,Y31,0.0,"Falling, lying or running before or into moving object, undetermined intent"
1549,A75,0.0,Typhus fever
1550,W61,0.0,Contact with birds (domestic) (wild)
1551,L44,0.0,Other papulosquamous disorders
1552,N98,0.0,Complications associated with artificial fertilization
1553,B56,0.0,African trypanosomiasis
1554,F28,0.0,Other nonorganic psychotic disorders
1555,A96,0.0,Arenaviral hemorrhagic fever
1556,A94,0.0,Unspecified arthropod-borne viral fever
1557,T64,0.0,Toxic effect of aflatoxin and other mycotoxin food contaminants
1558,A99,0.0,Unspecified viral haemorrhagic fever
1559,A33,0.0,Tetanus neonatorum
1560,F18,0.0,Inhalant related disorders
1561,L58,0.0,Radiodermatitis
1562,M07,0.0,Enteropathic arthropathies
1563,A25,0.0,Rat-bite fevers
1564,V24,0.0,Motorcycle rider injured in collision with heavy transport vehicle or bus
1565,V22,0.0,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle
1566,B70,0.0,Diphyllobothriasis and sparganosis
1567,Y25,0.0,"Contact with explosive material, undetermined intent"
1568,B03,0.0,Smallpox
1569,B43,0.0,Chromomycosis and pheomycotic abscess
1570,X05,0.0,Exposure to ignition or melting of nightwear
1571,W12,0.0,Fall on and from scaffolding
1572,V95,0.0,Accident to powered aircraft causing injury to occupant
1573,D74,0.0,Methemoglobinemia
1574,S64,0.0,Injury of nerves at wrist and hand level
1575,B52,0.0,Plasmodium malariae malaria
1576,X38,0.0,Flood
1577,N37,0.0,Urethral disorders in diseases classified elsewhere
1578,A67,0.0,Pinta [carate]
1579,B41,0.0,Paracoccidioidomycosis
1580,P58,0.0,Neonatal jaundice due to other excessive hemolysis
1581,O01,0.0,Hydatidiform mole
1582,V47,0.0,Car occupant injured in collision with fixed or stationary object
1583,Y70,0.0,Anesthesiology devices associated with adverse incidents
1584,V46,0.0,Car occupant injured in collision with other nonmotor vehicle
1585,W73,0.0,Other specified drowning and submersion
1586,X75,0.0,Intentional self-harm by explosive material
1587,W04,0.0,Fall while being carried or supported by other persons
1588,V59,0.0,Occupant of pick-up truck or van injured in other and unspecified transport accidents
1589,Y00,0.0,Assault by blunt object
1590,T70,0.0,Effects of air pressure and water pressure
1591,N14,0.0,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions
1592,L64,0.0,Androgenic alopecia
1593,V13,0.0,"Pedal cycle rider injured in collision with car, pick-up truck or van"
1594,V15,0.0,Pedal cycle rider injured in collision with railway train or railway vehicle
1595,E60,0.0,Dietary zinc deficiency
1596,R84,0.0,Abnormal findings in specimens from respiratory organs and thorax
1597,J64,0.0,Unspecified pneumoconiosis
1598,E02,0.0,Subclinical iodine-deficiency hypothyroidism
1599,Z67,0.0,Blood type
1600,J17,0.0,Pneumonia in diseases classified elsewhere
1601,Q68,0.0,Other congenital musculoskeletal deformities
1602,B40,0.0,Blastomycosis
1603,Q40,0.0,Other congenital malformations of upper alimentary tract
1604,D78,0.0,Intraoperative and postprocedural complications of the spleen
1605,E40,0.0,Kwashiorkor
1606,M45,0.0,Ankylosing spondylitis
1607,N08,0.0,Glomerular disorders in diseases classified elsewhere
1608,B04,0.0,Monkeypox
1609,T15,0.0,Foreign body on external eye
1610,N74,0.0,Female pelvic inflammatory disorders in diseases classified elsewhere
1611,W86,0.0,Exposure to other specified electric current
1612,O63,0.0,Long labor
1613,W27,0.0,Contact with nonpowered hand tool
1614,T16,0.0,Foreign body in ear
1615,W39,0.0,Discharge of firework
1616,C23,0.0,Malignant neoplasm of gallbladder
1617,V62,0.0,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle
1618,V40,0.0,Car occupant injured in collision with pedestrian or animal
1619,H30,0.0,Chorioretinal inflammation
1620,P55,0.0,Hemolytic disease of newborn
1621,A78,0.0,Q fever
1622,Q72,0.0,Reduction defects of lower limb
1623,Y63,0.0,Failure in dosage during surgical and medical care
1624,V05,0.0,Pedestrian injured in collision with railway train or railway vehicle
1625,B09,0.0,Unspecified viral infection characterized by skin and mucous membrane lesions
1626,F93,0.0,Emotional disorders with onset specific to childhood
1627,C60,0.0,Malignant neoplasm of penis
1628,Y28,0.0,"Contact with sharp object, undetermined intent"
1629,R37,0.0,"Sexual dysfunction, unspecified"
1630,S85,0.0,Injury of blood vessels at lower leg level
1631,P77,0.0,Necrotizing enterocolitis of fetus and newborn
1632,W52,0.0,"Crushed, pushed or stepped on by crowd or human stampede"
1633,P12,0.0,Birth injury to scalp
1634,X94,0.0,"Assault by rifle, shotgun and larger firearm discharge"
1635,P23,0.0,Congenital pneumonia
1636,A35,0.0,Other tetanus
1637,L42,0.0,Pityriasis rosea
1638,C03,0.0,Malignant neoplasm of gum
1639,E67,0.0,Other hyperalimentation
1640,T73,0.0,Effects of other deprivation
1641,B88,0.0,Other infestations
1642,A79,0.0,Other rickettsioses
1643,E77,0.0,Disorders of glycoprotein metabolism
1644,H27,0.0,Other disorders of lens
1645,D26,0.0,Other benign neoplasms of uterus
1646,P07,0.0,"Disorders of newborn related to short gestation and low birth weight, not elsewhere classified"
1647,V01,0.0,Pedestrian injured in collision with pedal cycle
1648,B10,0.0,Other human herpesviruses
1649,P25,0.0,Interstitial emphysema and related conditions originating in the perinatal period
1650,Q91,0.0,Trisomy 18 and Trisomy 13
1651,C08,0.0,Malignant neoplasm of other and unspecified major salivary glands
1652,A38,0.0,Scarlet fever
1653,N07,0.0,"Hereditary nephropathy, not elsewhere classified"
1654,R83,0.0,Abnormal findings in cerebrospinal fluid
1655,I75,0.0,Atheroembolism
1656,X03,0.0,"Exposure to controlled fire, not in building or structure"
1657,L63,0.0,Alopecia areata
1658,C75,0.0,Malignant neoplasm of other endocrine glands and related structures
1659,M91,0.0,Juvenile osteochondrosis of hip and pelvis
1660,O43,0.0,Placental disorders
1661,Y01,0.0,Assault by pushing from high place
1662,B57,0.0,Chagas' disease
1663,A28,0.0,"Other zoonotic bacterial diseases, not elsewhere classified"
1664,S87,0.0,Crushing injury of lower leg
1665,P83,0.0,Other conditions of integument specific to newborn
1666,O91,0.0,"Infections of breast associated with pregnancy, the puerperium and lactation"
1667,L11,0.0,Other acantholytic disorders
1668,Y32,0.0,"Crashing of motor vehicle, undetermined intent"
1669,V20,0.0,Motorcycle rider injured in collision with pedestrian or animal
1670,X06,0.0,Exposure to ignition or melting of other clothing and apparel
1671,D20,0.0,Benign neoplasm of soft tissue of retroperitoneum and peritoneum
1672,W16,0.0,"Fall, jump or diving into water"
1673,Y66,0.0,Nonadministration of surgical and medical care
1674,A39,0.0,Meningococcal infection
1675,E70,0.0,Disorders of aromatic amino-acid metabolism
1676,X97,0.0,"Assault by smoke, fire and flames"
1677,Y21,0.0,"Drowning and submersion, undetermined intent"
1678,A50,0.0,Congenital syphilis
1679,C96,0.0,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue"
1680,I40,0.0,Acute myocarditis
1681,Q30,0.0,Congenital malformations of nose
1682,A07,0.0,Other protozoal intestinal diseases
1683,L12,0.0,Pemphigoid
1684,C12,0.0,Malignant neoplasm of pyriform sinus
1685,X77,0.0,"Intentional self-harm by steam, hot vapors and hot objects"
1686,P54,0.0,Other neonatal hemorrhages
1687,B75,0.0,Trichinellosis
1688,J65,0.0,Pneumoconiosis associated with tuberculosis
1689,G52,0.0,Disorders of other cranial nerves
1690,V94,0.0,Other and unspecified water transport accidents
1691,V06,0.0,Pedestrian injured in collision with other nonmotor vehicle
1692,V42,0.0,Car occupant injured in collision with two- or three-wheeled motor vehicle
1693,E58,0.0,Dietary calcium deficiency
1694,V65,0.0,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle
1695,A86,0.0,Unspecified viral encephalitis
1696,P10,0.0,Intracranial laceration and hemorrhage due to birth injury
1697,V45,0.0,Car occupant injured in collision with railway train or railway vehicle
1698,V04,0.0,Pedestrian injured in collision with heavy transport vehicle or bus
1699,O68,0.0,Labor and delivery complicated by abnormality of fetal acid-base balance
1700,V57,0.0,Occupant of pick-up truck or van injured in collision with fixed or stationary object
1701,S57,0.0,Crushing injury of elbow and forearm
1702,A55,0.0,Chlamydial lymphogranuloma (venereum)
1703,C30,0.0,Malignant neoplasm of nasal cavity and middle ear
1704,S75,0.0,Injury of blood vessels at hip and thigh level
1705,Z40,0.0,Encounter for prophylactic surgery
1706,N86,0.0,Erosion and ectropion of cervix uteri
1707,D00,0.0,"Carcinoma in situ of oral cavity, esophagus and stomach"
1708,W37,0.0,"Explosion and rupture of pressurized tyre, pipe or hose"
1709,V31,0.0,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle
1710,V56,0.0,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle
1711,Y78,0.0,Radiological devices associated with adverse incidents
1712,W65,0.0,Accidental drowning and submersion while in bath-tub
1713,V60,0.0,Occupant of heavy transport vehicle injured in collision with pedestrian or animal
1714,Z19,0.0,Hormone sensitivity malignancy status
1715,M04,0.0,Autoinflammatory syndromes
1716,V54,0.0,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
1717,V16,0.0,Pedal cycle rider injured in collision with other nonmotor vehicle
1718,Y75,0.0,Neurological devices associated with adverse incidents
1719,Z70,0.0,"Counseling related to sexual attitude, behavior and orientation"
1720,V02,0.0,Pedestrian injured in collision with two- or three-wheeled motor vehicle
1721,B72,0.0,Dracunculiasis
1722,G65,0.0,Sequelae of inflammatory and toxic polyneuropathies
1723,V11,0.0,Pedal cycle rider injured in collision with other pedal cycle
1724,E36,0.0,Intraoperative complications of endocrine system
1725,V66,0.0,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle
1726,Y74,0.0,General hospital and personal-use devices associated with adverse incidents
1727,O88,0.0,Obstetric embolism
1728,F21,0.0,Schizotypal disorder
1729,A93,0.0,"Other arthropod-borne viral fevers, not elsewhere classified"
1730,X04,0.0,Exposure to ignition of highly flammable material
1731,L95,0.0,"Vasculitis limited to skin, not elsewhere classified"
1732,C70,0.0,Malignant neoplasm of meninges
1733,T57,0.0,Toxic effect of other inorganic substances
1734,X82,0.0,Intentional self-harm by crashing of motor vehicle
1735,Q00,0.0,Anencephaly and similar malformations
1736,B47,0.0,Mycetoma
1737,O74,0.0,Complications of anesthesia during labor and delivery
1738,V93,0.0,"Other injury due to accident on board watercraft, without accident to watercraft"
1739,E75,0.0,Disorders of sphingolipid metabolism and other lipid storage disorders
1740,P22,0.0,Respiratory distress of newborn
1741,W24,0.0,"Contact with lifting and transmission devices, not elsewhere classified"
1742,Z49,0.0,Encounter for care involving renal dialysis
1743,A51,0.0,Early syphilis
1744,S25,0.0,Injury of blood vessels of thorax
1745,W15,0.0,Fall from cliff
1746,J68,0.0,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapors"
1747,H73,0.0,Other disorders of tympanic membrane
1748,Z42,0.0,Encounter for plastic and reconstructive surgery following medical procedure or healed injury
1749,A89,0.0,Unspecified viral infection of central nervous system
1750,S95,0.0,Injury of blood vessels at ankle and foot level
1751,S47,0.0,Crushing injury of shoulder and upper arm
1752,N27,0.0,Small kidney of unknown cause
1753,C66,0.0,Malignant neoplasm of ureter
1754,B58,0.0,Toxoplasmosis
1755,T58,0.0,Toxic effect of carbon monoxide
1756,C31,0.0,Malignant neoplasm of accessory sinuses
1757,C26,0.0,Malignant neoplasm of other and ill-defined digestive organs
1758,C52,0.0,Malignant neoplasm of vagina
1759,Q02,0.0,Microcephaly
1760,L45,0.0,Papulosquamous disorders in diseases classified elsewhere
1761,D55,0.0,Anemia due to enzyme disorders
1762,Q50,0.0,"Congenital malformations of ovaries, fallopian tubes and broad ligaments"
1763,H95,0.0,"Intraoperative and postprocedural complications and disorders of ear and mastoid process, not elsewhere classified"
1764,A24,0.0,Glanders and melioidosis
1765,V91,0.0,Other injury due to accident to watercraft
1766,C4A,0.0,Merkel cell carcinoma
1767,B68,0.0,Taeniasis
1768,E32,0.0,Diseases of thymus
1769,H32,0.0,Chorioretinal disorders in diseases classified elsewhere
1770,Q73,0.0,Reduction defects of unspecified limb
1771,B67,0.0,Echinococcosis
1772,B69,0.0,Cysticercosis
1773,P13,0.0,Birth injury to skeleton
1774,Q01,0.0,Encephalocele
1775,X02,0.0,Exposure to controlled fire in building or structure
1776,C05,0.0,Malignant neoplasm of palate
1777,B01,0.0,Varicella [chickenpox]
1778,V25,0.0,Motorcycle rider injured in collision with railway train or railway vehicle
1779,W69,0.0,Accidental drowning and submersion while in natural water
1780,D42,0.0,Neoplasm of uncertain behavior of meninges
1781,X34,0.0,Earthquake
1782,A57,0.0,Chancroid
1783,M42,0.0,Spinal osteochondrosis
1784,O87,0.0,Venous complications and hemorrhoids in the puerperium
1785,S11,0.0,Open wound of neck
1786,D10,0.0,Benign neoplasm of mouth and pharynx
1787,G98,0.0,"Other disorders of nervous system, not elsewhere classified"
1788,T62,0.0,Toxic effect of other noxious substances eaten as food
1789,B74,0.0,Filariasis
1790,C94,0.0,Other leukemias of specified cell type
1791,P76,0.0,Other intestinal obstruction of newborn
1792,P60,0.0,Disseminated intravascular coagulation of newborn
1793,P26,0.0,Pulmonary hemorrhage originating in the perinatal period
1794,D19,0.0,Benign neoplasm of mesothelial tissue
1795,E71,0.0,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism
1796,C04,0.0,Malignant neoplasm of floor of mouth
1797,P24,0.0,Neonatal aspiration
1798,V98,0.0,Other specified transport accidents
1799,T61,0.0,Toxic effect of noxious substances eaten as seafood
1800,Q12,0.0,Congenital lens malformations
1801,B80,0.0,Enterobiasis
1802,V70,0.0,Bus occupant injured in collision with pedestrian or animal
1803,D43,0.0,Neoplasm of uncertain behavior of brain and central nervous system
1804,V26,0.0,Motorcycle rider injured in collision with other nonmotor vehicle
1805,K41,0.0,Femoral hernia
1806,F71,0.0,Moderate intellectual disabilities
1807,A92,0.0,Other mosquito-borne viral fevers
1808,W94,0.0,Exposure to high and low air pressure and changes in air pressure
1809,W92,0.0,Exposure to excessive heat of man-made origin
1810,A88,0.0,"Other viral infections of central nervous system, not elsewhere classified"
1811,I02,0.0,Rheumatic chorea
1812,Q95,0.0,"Balanced rearrangements and structural markers, not elsewhere classified"
1813,A19,0.0,Miliary tuberculosis
1814,P14,0.0,Birth injury to peripheral nervous system
1815,P78,0.0,Other perinatal digestive system disorders
1816,A27,0.0,Leptospirosis
1817,S74,0.0,Injury of nerves at hip and thigh level
1818,A58,0.0,Granuloma inguinale
