ICD10_3Digits,n_encounters_with_dx,score_abs,score_sq,DIAGNOSIS_DESCRIPTION
X10,3008,40.781971,8.741924,"Contact with hot drinks, food, fats and cooking oils"
C57,2772,40.673765,2.923625,Malignant neoplasm of other and unspecified female genital organs
Y24,1742,40.589126,17.509085,"Other and unspecified firearm discharge, undetermined intent"
Q98,802,40.328073,38.360845,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified"
M91,1668,40.137361,22.18724,Juvenile osteochondrosis of hip and pelvis
Q40,2715,39.956775,9.747019,Other congenital malformations of upper alimentary tract
M02,1492,39.770384,19.503615,Postinfective and reactive arthropathies
P77,1399,39.677765,24.158603,Necrotizing enterocolitis of fetus and newborn
D43,2778,38.612331,7.860084,Neoplasm of uncertain behavior of brain and central nervous system
F72,3455,38.524656,1.384538,Severe intellectual disabilities
J22,1532,38.421342,19.41787,Unspecified acute lower respiratory infection
E77,1848,38.350457,15.27261,Disorders of glycoprotein metabolism
B33,2031,38.057065,15.228346,"Other viral diseases, not elsewhere classified"
E73,2246,38.047399,14.787345,Lactose intolerance
S15,1300,37.621445,21.777472,Injury of blood vessels at neck level
F18,349,37.562593,31.292939,Inhalant related disorders
C46,1227,37.382511,23.576707,Kaposi's sarcoma
Z40,3323,37.343742,4.571483,Encounter for prophylactic surgery
Q42,2277,37.109942,6.554457,"Congenital absence, atresia and stenosis of large intestine"
L10,1104,36.972129,30.807981,Pemphigus
C93,1676,36.958348,18.970925,Monocytic leukemia
P37,1137,36.874054,25.243861,Other congenital infectious and parasitic diseases
D31,2327,36.672616,11.145136,Benign neoplasm of eye and adnexa
R43,2241,35.751933,12.013063,Disturbances of smell and taste
D04,2290,35.60448,10.150287,Carcinoma in situ of skin
F54,1479,35.461537,14.70602,Psychological and behavioral factors associated with disorders or diseases classified elsewhere
B09,2543,35.417426,10.148572,Unspecified viral infection characterized by skin and mucous membrane lesions
S85,986,35.357206,24.579135,Injury of blood vessels at lower leg level
C68,2268,35.050847,6.944802,Malignant neoplasm of other and unspecified urinary organs
P71,1626,34.830073,18.495393,Transitory neonatal disorders of calcium and magnesium metabolism
L83,2780,34.677776,4.0946,Acanthosis nigricans
Q36,2576,34.662423,0.528143,Cleft lip
S54,1021,34.557843,37.208649,Injury of nerves at forearm level
S25,1133,34.23117,20.357004,Injury of blood vessels of thorax
T49,1740,34.004669,13.766969,"Poisoning by, adverse effect of and underdosing of topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinorlaryngological and dental drugs"
G08,1725,33.729142,12.49003,Intracranial and intraspinal phlebitis and thrombophlebitis
C60,1679,33.722332,9.830913,Malignant neoplasm of penis
P54,1176,33.554752,20.336055,Other neonatal hemorrhages
K36,2776,33.344723,5.46149,Other appendicitis
O89,2608,33.302023,7.291908,Complications of anesthesia during the puerperium
X32,1969,33.163477,11.906327,Exposure to sunlight
P90,1415,33.027664,17.574198,Convulsions of newborn
X93,1535,32.404043,14.209376,Assault by handgun discharge
N46,2094,32.271318,9.704683,Male infertility
P02,2031,32.202772,11.009832,"Newborn affected by complications of placenta, cord and membranes"
D26,3069,31.483943,3.073597,Other benign neoplasms of uterus
C52,1737,31.364595,8.353232,Malignant neoplasm of vagina
L74,1566,31.361668,12.407647,Eccrine sweat disorders
H17,1889,31.316833,10.14604,Corneal scars and opacities
A46,1198,31.300604,19.882743,Erysipelas
D28,2646,31.19837,6.335215,Benign neoplasm of other and unspecified female genital organs
R83,1383,31.089819,14.692018,Abnormal findings in cerebrospinal fluid
T69,650,30.953129,24.063565,Other effects of reduced temperature
G55,588,30.929978,34.953952,Nerve root and plexus compressions in diseases classified elsewhere
E63,1383,30.894732,14.234307,Other nutritional deficiencies
Q70,2048,30.869787,1.872403,Syndactyly
Q83,3062,30.683147,1.69971,Congenital malformations of breast
J37,1937,30.645898,11.517092,Chronic laryngitis and laryngotracheitis
D40,1754,30.581341,13.36853,Neoplasm of uncertain behavior of male genital organs
P55,1748,30.566331,11.910877,Hemolytic disease of newborn
H15,1531,30.565321,14.309893,Disorders of sclera
J68,1277,30.450694,13.741785,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapors"
O91,2212,30.392368,5.424505,"Infections of breast associated with pregnancy, the puerperium and lactation"
T66,1763,30.082438,9.151681,Unspecified effects of radiation
D01,2063,29.85042,7.285089,Carcinoma in situ of other and unspecified digestive organs
H31,1958,29.709674,5.900119,Other disorders of choroid
J67,1153,29.081577,15.211624,Hypersensitivity pneumonitis due to organic dust
I40,1369,28.96825,13.326577,Acute myocarditis
V13,1351,28.963079,11.845515,"Pedal cycle rider injured in collision with car, pick-up truck or van"
F73,2287,28.934331,3.162435,Profound intellectual disabilities
Z29,1601,28.93049,11.440662,Encounter for other prophylactic measures
S98,1563,28.92675,10.09004,Traumatic amputation of ankle and foot
S75,1191,28.881529,14.251522,Injury of blood vessels at hip and thigh level
T57,816,28.647773,18.945767,Toxic effect of other inorganic substances
A87,1842,28.278878,9.124477,Viral meningitis
H94,1890,28.155937,8.171708,Other disorders of ear in diseases classified elsewhere
V77,1141,27.974471,15.143471,Bus occupant injured in collision with fixed or stationary object
G10,1306,27.918901,14.149111,Huntington's disease
S94,1583,27.86949,10.016016,Injury of nerves at ankle and foot level
V23,1539,27.840673,9.98137,"Motorcycle rider injured in collision with car, pick-up truck or van"
Q15,1323,27.712403,8.261348,Other congenital malformations of eye
O67,2047,27.650564,7.19276,"Labor and delivery complicated by intrapartum hemorrhage, not elsewhere classified"
E75,1300,27.366204,13.19852,Disorders of sphingolipid metabolism and other lipid storage disorders
C31,1623,27.025915,5.525211,Malignant neoplasm of accessory sinuses
G64,940,26.877907,19.635013,Other disorders of peripheral nervous system
F71,1773,26.757498,5.894909,Moderate intellectual disabilities
C94,1714,26.73561,7.757175,Other leukemias of specified cell type
L59,1424,26.538279,7.708557,Other disorders of skin and subcutaneous tissue related to radiation
I01,414,26.473202,18.372073,Rheumatic fever with heart involvement
T73,965,26.274343,14.671094,Effects of other deprivation
T62,1604,26.191104,7.666326,Toxic effect of other noxious substances eaten as food
X02,1194,26.188155,14.22812,Exposure to controlled fire in building or structure
E20,1521,26.164673,7.726443,Hypoparathyroidism
O88,887,26.119344,16.547161,Obstetric embolism
X04,1551,26.067826,9.525953,Exposure to ignition of highly flammable material
D71,1146,25.98831,13.310544,Functional disorders of polymorphonuclear neutrophils
J92,1918,25.78126,6.259661,Pleural plaque
T28,1136,25.681165,13.745981,Burn and corrosion of other internal organs
I00,1022,25.676622,17.742502,Rheumatic fever without heart involvement
B88,886,25.499832,15.155171,Other infestations
I75,1256,25.497475,10.001623,Atheroembolism
Q30,1882,25.497247,4.493218,Congenital malformations of nose
Q96,1435,25.456035,5.916149,Turner's syndrome
G52,1119,25.419478,12.368318,Disorders of other cranial nerves
E76,1027,25.202568,10.564159,Disorders of glycosaminoglycan metabolism
T60,1015,25.158888,15.172123,Toxic effect of pesticides
W89,1669,24.885187,7.174758,Exposure to man-made visible and ultraviolet light
H80,1845,24.712256,2.665322,Otosclerosis
F94,547,24.706974,14.155202,Disorders of social functioning with onset specific to childhood and adolescence
J60,1466,24.544163,10.504755,Coalworker's pneumoconiosis
E71,1190,24.081484,8.219308,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism
L52,1090,24.009,10.482273,Erythema nodosum
V79,1578,23.74833,7.160953,Bus occupant injured in other and unspecified transport accidents
B58,677,23.588843,21.429447,Toxoplasmosis
L66,1383,23.523961,6.772298,Cicatricial alopecia [scarring hair loss]
H59,1879,23.459736,3.524616,"Intraoperative and postprocedural complications and disorders of eye and adnexa, not elsewhere classified"
B01,1323,23.426935,10.946407,Varicella [chickenpox]
K09,1816,23.353337,4.438815,"Cysts of oral region, not elsewhere classified"
J17,982,23.338297,12.760529,Pneumonia in diseases classified elsewhere
L43,595,23.005974,21.002589,Lichen planus
S45,812,22.94616,11.853109,Injury of blood vessels at shoulder and upper arm level
D76,1033,22.924627,7.774465,Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue
L95,821,22.830113,10.902513,"Vasculitis limited to skin, not elsewhere classified"
S04,975,22.509923,11.862439,Injury of cranial nerve
B30,1354,22.400822,8.595543,Viral conjunctivitis
W14,1277,22.384792,7.661034,Fall from tree
E31,1187,22.320879,6.773008,Polyglandular dysfunction
N96,1488,22.298371,5.368244,Habitual aborter
P81,979,22.170059,10.90541,Other disturbances of temperature regulation of newborn
E42,1588,22.082802,6.707382,Marasmic kwashiorkor
A43,836,21.958059,14.188914,Nocardiosis
O87,1887,21.549135,3.441908,Venous complications and hemorrhoids in the puerperium
B94,988,21.494301,8.994716,Sequelae of other and unspecified infectious and parasitic diseases
E68,786,21.411797,13.235612,Sequelae of hyperalimentation
C75,1211,21.357777,10.337402,Malignant neoplasm of other endocrine glands and related structures
L63,929,21.27267,10.030223,Alopecia areata
Q86,1202,21.229074,6.695395,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified"
H30,913,21.141042,8.589442,Chorioretinal inflammation
C30,1208,21.059828,4.982144,Malignant neoplasm of nasal cavity and middle ear
R81,1463,21.000502,4.840659,Glycosuria
O31,1236,20.697222,8.590687,Complications specific to multiple gestation
E25,1184,20.206993,3.067562,Adrenogenital disorders
D29,1530,20.049724,3.906817,Benign neoplasm of male genital organs
A28,910,20.005281,8.556739,"Other zoonotic bacterial diseases, not elsewhere classified"
V27,797,19.934736,9.929231,Motorcycle rider injured in collision with fixed or stationary object
W16,1002,19.609099,10.403859,"Fall, jump or diving into water"
A18,1025,19.569194,6.725507,Tuberculosis of other organs
C4A,1199,19.416076,1.242414,Merkel cell carcinoma
N98,1611,19.18256,3.915587,Complications associated with artificial fertilization
S87,1120,19.110917,5.794169,Crushing injury of lower leg
X03,1399,19.054098,5.300123,"Exposure to controlled fire, not in building or structure"
F04,506,18.983785,9.90375,"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances"
A07,851,18.897581,9.953077,Other protozoal intestinal diseases
W32,1189,18.872978,5.735147,Accidental handgun discharge and malfunction
Q71,751,18.825945,10.91634,Reduction defects of upper limb
P23,927,18.62245,7.120031,Congenital pneumonia
T70,999,18.586952,7.150708,Effects of air pressure and water pressure
X74,419,18.540329,10.357014,Intentional self-harm by other and unspecified firearm and gun discharge
C05,1165,18.268535,2.111234,Malignant neoplasm of palate
D81,667,18.205276,7.15722,Combined immunodeficiencies
C26,1187,18.138568,4.361489,Malignant neoplasm of other and ill-defined digestive organs
Q41,978,18.120247,5.788238,"Congenital absence, atresia and stenosis of small intestine"
R84,510,18.074378,11.32227,Abnormal findings in specimens from respiratory organs and thorax
L13,693,17.9158,9.480986,Other bullous disorders
C38,1265,17.713672,2.532349,"Malignant neoplasm of heart, mediastinum and pleura"
T52,507,17.664471,11.351721,Toxic effect of organic solvents
H68,1427,17.572252,2.992645,Eustachian salpingitis and obstruction
D55,997,17.385986,4.819826,Anemia due to enzyme disorders
L42,971,17.233116,6.215179,Pityriasis rosea
M61,904,16.894123,6.219433,Calcification and ossification of muscle
W40,1098,16.532183,4.784132,Explosion of other materials
V40,945,16.411575,6.655222,Car occupant injured in collision with pedestrian or animal
V44,865,16.179513,6.165598,Car occupant injured in collision with heavy transport vehicle or bus
S28,801,16.163588,6.665996,"Crushing injury of thorax, and traumatic amputation of part of thorax"
Y65,1145,16.113217,4.769387,Other misadventures during surgical and medical care
X15,1067,16.025158,4.323334,Contact with hot household appliances
A51,583,16.007085,8.049955,Early syphilis
Z55,736,15.8886,6.175296,Problems related to education and literacy
Y28,436,15.817632,8.477552,"Contact with sharp object, undetermined intent"
W28,1092,15.5333,4.352305,Contact with powered lawn mower
V10,1245,15.522836,3.381479,Pedal cycle rider injured in collision with pedestrian or animal
O85,785,15.50071,7.599885,Puerperal sepsis
P80,503,15.445175,8.500328,Hypothermia of newborn
C12,810,15.320519,4.389211,Malignant neoplasm of pyriform sinus
Q50,1388,15.313825,1.998184,"Congenital malformations of ovaries, fallopian tubes and broad ligaments"
Y66,849,15.267546,5.692585,Nonadministration of surgical and medical care
B87,422,15.255971,10.400137,Myiasis
N07,1017,15.207277,2.952782,"Hereditary nephropathy, not elsewhere classified"
B80,691,15.091398,8.094395,Enterobiasis
P09,421,15.075005,9.448808,Abnormal findings on neonatal screening
C00,1047,15.013856,2.039054,Malignant neoplasm of lip
O01,1084,14.9445,0.238089,Hydatidiform mole
L56,1091,14.881358,3.38531,Other acute skin changes due to ultraviolet radiation
S95,588,14.834107,7.568347,Injury of blood vessels at ankle and foot level
P76,484,14.788168,8.980924,Other intestinal obstruction of newborn
W12,858,14.543205,5.714158,Fall on and from scaffolding
M42,631,14.318103,5.740858,Spinal osteochondrosis
Q01,932,14.270726,2.987153,Encephalocele
Q91,672,14.25503,10.228307,Trisomy 18 and Trisomy 13
I06,944,14.250917,4.336144,Rheumatic aortic valve diseases
P12,1072,14.225892,2.921771,Birth injury to scalp
L24,1002,14.188167,3.380389,Irritant contact dermatitis
M01,306,14.097873,8.495973,Direct infections of joint in infectious and parasitic diseases classified elsewhere
S55,501,14.075139,7.107667,Injury of blood vessels at forearm level
A37,571,14.069423,7.592614,Whooping cough
C08,909,14.046451,1.59037,Malignant neoplasm of other and unspecified major salivary glands
E15,493,13.874607,7.558218,Nondiabetic hypoglycaemic coma
L11,996,13.617582,2.460796,Other acantholytic disorders
Q77,764,13.583438,6.214659,Osteochondrodysplasia with defects of growth of tubular bones and spine
N27,1153,13.577814,2.441015,Small kidney of unknown cause
V70,631,13.509664,5.678578,Bus occupant injured in collision with pedestrian or animal
O25,115,13.425051,10.355846,"Malnutrition in pregnancy, childbirth and the puerperium"
S74,376,13.244151,12.502685,Injury of nerves at hip and thigh level
Q84,800,13.124585,3.83566,Other congenital malformations of integument
W24,1345,13.031687,1.043968,"Contact with lifting and transmission devices, not elsewhere classified"
R85,690,12.863001,5.242581,Abnormal findings in specimens from digestive organs and abdominal cavity
G63,328,12.837832,8.502637,Polyneuropathy in diseases classified elsewhere
M83,949,12.75285,2.44633,Adult osteomalacia
P94,623,12.55563,4.75039,Disorders of muscle tone of newborn
Q16,976,12.535734,1.082441,Congenital malformations of ear causing impairment of hearing
E32,536,12.518865,6.160644,Diseases of thymus
Q95,711,12.511665,4.3276,"Balanced rearrangements and structural markers, not elsewhere classified"
G09,311,12.440866,7.547338,Sequelae of inflammatory diseases of central nervous system
S44,630,12.427181,5.240178,Injury of nerves at shoulder and upper arm level
F28,291,12.409212,8.496937,Other nonorganic psychotic disorders
W39,1023,12.216047,1.070675,Discharge of firework
L00,602,12.104186,4.329145,Staphylococcal scalded skin syndrome
W86,992,12.040835,1.972293,Exposure to other specified electric current
Q80,439,11.96245,5.710822,Congenital ichthyosis
W30,786,11.907422,3.355491,Contact with agricultural machinery
E70,707,11.817494,2.464613,Disorders of aromatic amino-acid metabolism
G94,515,11.721369,5.198022,Other disorders of brain in diseases classified elsewhere
X00,370,11.670892,6.614817,Exposure to uncontrolled fire in building or structure
D02,995,11.648294,1.057345,Carcinoma in situ of middle ear and respiratory system
Q56,365,11.469843,10.652934,Indeterminate sex and pseudohermaphroditism
M04,195,11.467371,12.978236,Autoinflammatory syndromes
W33,552,11.281587,5.223076,"Accidental rifle, shotgun and larger firearm discharge and malfunction"
N08,582,11.278091,3.819897,Glomerular disorders in diseases classified elsewhere
Q12,801,11.272785,1.075254,Congenital lens malformations
V58,533,11.261016,4.731497,Occupant of pick-up truck or van injured in noncollision transport accident
W88,382,10.943732,6.143865,Exposure to ionizing radiation
A78,509,10.897349,5.218993,Q fever
I23,885,10.760243,1.955972,Certain current complications following ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction (within the 28 day period)
O74,952,10.759345,1.946921,Complications of anesthesia during labor and delivery
Y32,792,10.696209,2.872761,"Crashing of motor vehicle, undetermined intent"
S77,804,10.62557,1.962874,Crushing injury of hip and thigh
A77,864,10.26396,1.038915,Spotted fever [tick-borne rickettsioses]
X16,551,10.260225,3.799315,"Contact with hot heating appliances, radiators and pipes"
W49,462,10.252428,4.262723,Exposure to other inanimate mechanical forces
R37,293,10.220962,8.005641,"Sexual dysfunction, unspecified"
X30,648,10.194501,3.331786,Exposure to excessive natural heat
Q14,383,10.071531,7.08482,Congenital malformations of posterior segment of eye
C03,600,9.972629,2.923496,Malignant neoplasm of gum
Z44,641,9.895881,3.365148,Encounter for fitting and adjustment of external prosthetic device
S84,382,9.847676,4.263803,Injury of nerves at lower leg level
I39,183,9.819912,5.648183,Endocarditis and heart valve disorders in diseases classified elsewhere
A36,384,9.770503,5.208135,Diphtheria
G23,503,9.746733,3.835722,Other degenerative diseases of basal ganglia
P26,404,9.702348,4.256991,Pulmonary hemorrhage originating in the perinatal period
V57,255,9.580276,5.180112,Occupant of pick-up truck or van injured in collision with fixed or stationary object
Q13,607,9.535,1.964467,Congenital malformations of anterior segment of eye
A38,819,9.278166,1.019958,Scarlet fever
T27,237,9.038876,5.663109,Burn and corrosion of respiratory tract
O68,818,8.991617,1.468732,Labor and delivery complicated by abnormality of fetal acid-base balance
G32,305,8.981815,4.253011,Other degenerative disorders of nervous system in diseases classified elsewhere
Y75,538,8.921384,3.809176,Neurological devices associated with adverse incidents
A88,491,8.87745,3.813364,"Other viral infections of central nervous system, not elsewhere classified"
C70,704,8.778763,1.026842,Malignant neoplasm of meninges
F93,426,8.738542,3.819842,Emotional disorders with onset specific to childhood
X72,287,8.651081,4.247554,Intentional self-harm by handgun discharge
E02,660,8.568018,1.932107,Subclinical iodine-deficiency hypothyroidism
G13,272,8.559577,7.062955,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere
X37,465,8.455677,2.860504,Cataclysmic storm
L45,142,8.405798,6.607376,Papulosquamous disorders in diseases classified elsewhere
D00,767,8.402411,0.55487,"Carcinoma in situ of oral cavity, esophagus and stomach"
V59,574,8.383822,3.339103,Occupant of pick-up truck or van injured in other and unspecified transport accidents
B40,436,8.370836,1.959863,Blastomycosis
Y27,484,8.322189,2.854593,"Contact with steam, hot vapors and hot objects, undetermined intent"
H95,676,8.316304,1.016926,"Intraoperative and postprocedural complications and disorders of ear and mastoid process, not elsewhere classified"
A89,313,8.229862,3.780777,Unspecified viral infection of central nervous system
H62,347,8.082588,4.26678,Disorders of external ear in diseases classified elsewhere
A93,757,8.079083,0.546443,"Other arthropod-borne viral fevers, not elsewhere classified"
Z05,622,8.06696,1.924656,Encounter for observation and evaluation of newborn for   suspected diseases and conditions ruled out
X82,130,7.989016,4.704676,Intentional self-harm by crashing of motor vehicle
O04,528,7.801993,1.930612,Complications following (induced) termination of pregnancy
P35,258,7.769263,4.2718,Congenital viral diseases
P60,381,7.715269,3.80014,Disseminated intravascular coagulation of newborn
L49,409,7.669373,2.848888,Exfoliation due to erythematous conditions according to extent of body surface involved
D20,605,7.566734,1.461155,Benign neoplasm of soft tissue of retroperitoneum and peritoneum
A68,407,7.549275,2.394159,Relapsing fevers
V53,483,7.518499,2.382706,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
C33,476,7.368202,1.477554,Malignant neoplasm of trachea
A50,264,7.32255,4.259411,Congenital syphilis
F59,367,7.321024,2.845957,Unspecified behavioural syndromes associated with physiological disturbances and physical factors
R88,375,7.311268,2.84509,Abnormal findings in other body fluids and substances
S57,472,7.257083,1.924237,Crushing injury of elbow and forearm
Q92,417,7.199744,1.932196,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified"
Y01,190,7.14923,4.718172,Assault by pushing from high place
C58,199,7.007464,5.680252,Malignant neoplasm of placenta
T55,249,6.972186,3.799437,Toxic effect of soaps and detergents
V01,393,6.960306,2.382585,Pedestrian injured in collision with pedal cycle
V88,262,6.947607,3.303895,Nontraffic accident of specified type but victim's mode of transport unknown
W53,194,6.919525,5.205897,Contact with rodent
D60,490,6.867315,1.009689,Acquired pure red cell aplasia [erythroblastopenia]
O07,413,6.674354,1.917339,Failed attempted termination of pregnancy
Y21,277,6.644,2.84162,"Drowning and submersion, undetermined intent"
B91,354,6.597764,2.377564,Sequelae of poliomyelitis
B47,434,6.585094,1.46234,Mycetoma
X94,275,6.570969,3.787302,"Assault by rifle, shotgun and larger firearm discharge"
Q11,373,6.546842,1.471573,"Anophthalmos, microphthalmos and macrophthalmos"
P19,526,6.474911,1.446372,Metabolic acidemia in newborn
X81,116,6.414071,3.76306,Intentional self-harm by jumping or lying in front of moving object
W93,195,6.393414,3.299331,Exposure to excessive cold of man-made origin
Y81,433,6.34853,1.90857,General- and plastic-surgery devices associated with adverse incidents
V26,430,6.291095,1.907428,Motorcycle rider injured in collision with other nonmotor vehicle
Y69,421,6.256233,1.90763,Unspecified misadventure during surgical and medical care
E67,439,6.244385,1.45179,Other hyperalimentation
X01,476,6.204407,1.446224,"Exposure to uncontrolled fire, not in building or structure"
L44,352,6.180136,1.914442,Other papulosquamous disorders
B60,283,6.119178,2.870317,"Other protozoal diseases, not elsewhere classified"
J62,369,6.087199,1.458394,Pneumoconiosis due to dust containing silica
B46,246,6.063563,2.378998,Zygomycosis
G65,145,5.994065,3.29608,Sequelae of inflammatory and toxic polyneuropathies
A81,289,5.911146,1.918425,Atypical virus infections of central nervous system
M07,246,5.891598,2.374567,Enteropathic arthropathies
A92,364,5.825492,1.450801,Other mosquito-borne viral fevers
D78,183,5.819579,3.780951,Intraoperative and postprocedural complications of the spleen
B10,270,5.800543,2.369188,Other human herpesviruses
A80,400,5.772518,1.445556,Acute poliomyelitis
Z69,100,5.694132,3.294711,Encounter for mental health services for victim and perpetrator of abuse
X06,321,5.667179,1.906393,Exposure to ignition or melting of other clothing and apparel
R75,146,5.638892,3.782544,Laboratory evidence of human immunodeficiency virus [HIV]
B69,425,5.571663,0.533173,Cysticercosis
E50,376,5.522214,1.442812,Vitamin A deficiency
E60,206,5.511171,3.317485,Dietary zinc deficiency
N74,228,5.509799,3.314619,Female pelvic inflammatory disorders in diseases classified elsewhere
Y30,250,5.487318,2.364384,"Falling, jumping or pushed from a high place, undetermined intent"
F65,127,5.425929,3.779189,Paraphilias
N77,355,5.400383,1.442265,Vulvovaginal ulceration and inflammation in diseases classified elsewhere
G73,203,5.371845,2.368011,Disorders of myoneural junction and muscle in diseases classified elsewhere
A86,268,5.240775,1.902735,Unspecified viral encephalitis
X80,134,5.237735,2.826294,Intentional self-harm by jumping from a high place
V17,348,5.156275,1.437996,Pedal cycle rider injured in collision with fixed or stationary object
S47,439,5.156257,0.51941,Crushing injury of shoulder and upper arm
P14,393,5.071243,0.073229,Birth injury to peripheral nervous system
Q81,117,5.069983,3.319679,Epidermolysis bullosa
G53,332,5.060524,1.436891,Cranial nerve disorders in diseases classified elsewhere
A03,371,4.989295,0.977179,Shigellosis
X77,94,4.924406,2.823887,"Intentional self-harm by steam, hot vapors and hot objects"
Y37,230,4.901288,1.899829,Military operations
N01,308,4.843551,0.982648,Rapidly progressive nephritic syndrome
D74,189,4.795425,2.849702,Methemoglobinemia
O94,403,4.786504,0.968703,"Sequelae of complication of pregnancy, childbirth, and the puerperium"
X17,238,4.780775,1.895902,"Contact with hot engines, machinery and tools"
W15,369,4.692311,0.970581,Fall from cliff
Q34,491,4.676441,0.048129,Other congenital malformations of respiratory system
D42,370,4.565471,0.515233,Neoplasm of uncertain behavior of meninges
W64,372,4.549912,0.966886,Exposure to other animate mechanical forces
J66,172,4.376257,1.894356,Airway disease due to specific organic dust
V94,429,4.34187,0.501691,Other and unspecified water transport accidents
G02,169,4.295407,1.892979,Meningitis in other infectious and parasitic diseases classified elsewhere
Z19,195,4.254595,2.383489,Hormone sensitivity malignancy status
E40,177,4.217141,1.890359,Kwashiorkor
F21,144,4.201585,1.894201,Schizotypal disorder
X98,170,4.179537,1.890297,"Assault by steam, hot vapours and hot objects"
V68,242,4.117163,1.426502,Occupant of heavy transport vehicle injured in noncollision transport accident
B65,108,4.114814,2.845144,Schistosomiasis [bilharziasis]
C63,361,4.114482,0.053039,Malignant neoplasm of other and unspecified male genital organs
A35,302,4.075355,0.964292,Other tetanus
W74,147,3.950856,1.88782,Unspecified cause of accidental drowning and submersion
X97,127,3.842,1.887694,"Assault by smoke, fire and flames"
B90,266,3.794303,0.962145,Sequelae of tuberculosis
H42,327,3.788942,0.50239,Glaucoma in diseases classified elsewhere
Y63,207,3.758002,1.42246,Failure in dosage during surgical and medical care
Y29,203,3.725725,1.422199,"Contact with blunt object, undetermined intent"
A19,194,3.722545,0.97243,Miliary tuberculosis
V92,101,3.685271,2.834523,"Drowning and submersion due to accident on board watercraft, without accident to watercraft"
V98,352,3.635995,0.494742,Other specified transport accidents
V93,254,3.608395,0.959587,"Other injury due to accident on board watercraft, without accident to watercraft"
V46,264,3.588935,0.95824,Car occupant injured in collision with other nonmotor vehicle
V20,323,3.577241,0.49659,Motorcycle rider injured in collision with pedestrian or animal
W69,164,3.573267,2.37054,Accidental drowning and submersion while in natural water
B82,211,3.499433,0.962249,Unspecified intestinal parasitism
V97,233,3.476281,0.959171,Other specified air transport accidents
Y76,329,3.435635,0.492855,Obstetric and gynecological devices associated with adverse incidents
L75,300,3.415856,0.495678,Apocrine sweat disorders
C47,259,3.396085,0.052789,Malignant neoplasm of peripheral nerves and autonomic nervous system
W90,162,3.385446,1.419333,Exposure to other nonionizing radiation
A39,269,3.309014,0.497857,Meningococcal infection
Y36,72,3.307901,1.882149,Operations of war
W52,222,3.30709,0.956523,"Crushed, pushed or stepped on by crowd or human stampede"
W36,142,3.291357,1.419596,Explosion and rupture of gas cylinder
W04,283,3.273222,0.495389,Fall while being carried or supported by other persons
X39,215,3.216957,0.955285,Exposure to other forces of nature
L67,241,3.158906,0.496904,Hair color and hair shaft abnormalities
P13,268,3.134646,0.493196,Birth injury to skeleton
B83,235,3.121488,0.497351,Other helminthiases
E58,129,3.119161,1.417184,Dietary calcium deficiency
A57,76,2.868501,2.365002,Chancroid
V05,79,2.864638,1.417613,Pedestrian injured in collision with railway train or railway vehicle
L58,165,2.831955,0.952587,Radiodermatitis
A58,147,2.811068,0.953998,Granuloma inguinale
Y77,177,2.810595,0.950649,Ophthalmic devices associated with adverse incidents
B43,60,2.808246,2.366166,Chromomycosis and pheomycotic abscess
B76,134,2.795245,0.954929,Hookworm diseases
W85,82,2.778881,1.415099,Exposure to electric transmission lines
Y22,156,2.688343,0.950266,"Handgun discharge, undetermined intent"
N86,289,2.616438,0.024912,Erosion and ectropion of cervix uteri
V83,155,2.614191,0.948823,Occupant of special vehicle mainly used on industrial premises injured in transport accident
A06,195,2.612418,0.490852,Amebiasis
S58,119,2.605988,0.953045,Traumatic amputation of elbow and forearm
B26,202,2.587308,0.48851,Mumps
E54,137,2.578116,0.950009,Ascorbic acid deficiency
B67,164,2.566903,0.494296,Echinococcosis
Y74,63,2.539389,1.411902,General hospital and personal-use devices associated with adverse incidents
G01,125,2.495631,0.949781,Meningitis in bacterial diseases classified elsewhere
W94,217,2.494118,0.484775,Exposure to high and low air pressure and changes in air pressure
P38,180,2.468405,0.488735,Omphalitis of newborn
B89,117,2.450379,0.94949,Unspecified parasitic disease
H75,118,2.434241,0.948969,Other disorders of middle ear and mastoid in diseases classified elsewhere
V81,117,2.378969,0.947919,Occupant of railway train or railway vehicle injured in transport accident
W38,192,2.359683,0.484713,Explosion and rupture of other specified pressurized devices
X13,265,2.356272,0.022135,Contact with steam and other hot vapors
A01,89,2.356246,0.951522,Typhoid and paratyphoid fevers
W59,256,2.330058,0.022182,Contact with other nonvenomous reptiles
V63,114,2.283352,0.946153,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van"
A17,133,2.282736,0.490979,Tuberculosis of nervous system
X05,93,2.262809,0.948408,Exposure to ignition or melting of nightwear
Z70,167,2.251935,0.485218,"Counseling related to sexual attitude, behavior and orientation"
