rank,feature,mean_abs_shap
908,G99,1.4118567378318403e-05
909,E23,1.407507988915313e-05
910,S08,1.406806222803425e-05
911,A60,1.390388479194371e-05
912,M84,1.3711089195567183e-05
913,R77,1.3598774785350543e-05
914,D30,1.3455872249323875e-05
915,K11,1.3398050214163959e-05
916,T88,1.3295126336743124e-05
917,S81,1.3245659829408396e-05
918,R04,1.3241189662949182e-05
919,I99,1.3167694305593614e-05
920,L65,1.2959188097738661e-05
921,M27,1.2951963071827777e-05
922,Z84,1.2950213204021566e-05
923,N22,1.2925606824865099e-05
924,S66,1.287571922148345e-05
925,C76,1.2837933354603592e-05
926,K13,1.2791581866622437e-05
927,I81,1.2718163816316519e-05
928,C09,1.2674969184445217e-05
929,N48,1.262657497136388e-05
930,B38,1.2511587556218728e-05
931,E35,1.248021908395458e-05
932,Z46,1.2182673344796058e-05
933,I05,1.2103163498977665e-05
934,D52,1.2082608918717597e-05
935,H93,1.2042308298987336e-05
936,I52,1.1971824278589338e-05
937,T46,1.1911776709894184e-05
938,Z60,1.184541451948462e-05
939,P27,1.173959935840685e-05
940,C84,1.1568167792574968e-05
941,M40,1.1539842489582952e-05
942,L29,1.1527014976309147e-05
943,R64,1.1379570423741825e-05
944,A56,1.1267314221186098e-05
945,T79,1.1165140676894225e-05
946,Q60,1.0964272405544762e-05
947,M05,1.0878752618737053e-05
948,H57,1.0707502042350825e-05
949,N33,1.0349705007683951e-05
950,F42,1.0188237865804695e-05
951,A59,1.0132763236470055e-05
952,G61,1.010079631669214e-05
953,H15,1.0053407095256262e-05
954,A42,1.00495790320565e-05
955,B85,1.0027901225839742e-05
956,L81,9.9679627965088e-06
957,K30,9.961820069293026e-06
958,K45,9.946304999175481e-06
959,O16,9.607065294403583e-06
960,N45,9.524757842882536e-06
961,G58,9.520294952380937e-06
962,T38,9.505095476924907e-06
963,L30,9.482280802330934e-06
964,F51,9.400119779456872e-06
965,N04,9.341776603832841e-06
966,E61,9.337293704447802e-06
967,M18,9.285771739087068e-06
968,C82,9.271556336898357e-06
969,D82,9.246545232599601e-06
970,L62,9.213320481649134e-06
971,K14,9.2029404186178e-06
972,H54,9.142742783296853e-06
973,J86,9.10231210582424e-06
974,O64,9.064849109563511e-06
975,R61,8.82759559317492e-06
976,L28,8.810940926196054e-06
977,J94,8.787877050053794e-06
978,O10,8.762898687564302e-06
979,X12,8.760636774240993e-06
980,J39,8.7255521066254e-06
981,D59,8.706777407496702e-06
982,C55,8.692855772096664e-06
983,L60,8.682384759595152e-06
984,N76,8.619277650723234e-06
985,J41,8.614588296040893e-06
986,H20,8.608916687080637e-06
987,D61,8.526191777491476e-06
988,S71,8.345789865416009e-06
989,S49,8.322222129208967e-06
990,C19,8.284514478873461e-06
991,A52,8.236750545620453e-06
992,N26,8.219936717068776e-06
993,H00,8.204942787415348e-06
994,P70,8.025896931940224e-06
995,H16,8.014846571313683e-06
996,K23,8.000138222996611e-06
997,F73,7.940306204545777e-06
998,D38,7.912702130852267e-06
999,G07,7.899202500993852e-06
1000,L99,7.896459464973304e-06
